#    L    TT             EE             TE             PP             TP          
  2750   0.483698E+02   0.119641E+01  -0.151594E+01   0.545846E+05   0.364358E+01
  2751   0.481794E+02   0.119650E+01  -0.148414E+01   0.545478E+05   0.362958E+01
  2752   0.479881E+02   0.119677E+01  -0.145282E+01   0.545110E+05   0.361575E+01
  2753   0.477961E+02   0.119720E+01  -0.142198E+01   0.544743E+05   0.360210E+01
  2754   0.476033E+02   0.119779E+01  -0.139163E+01   0.544376E+05   0.358862E+01
  2755   0.474098E+02   0.119856E+01  -0.136178E+01   0.544009E+05   0.357529E+01
  2756   0.472157E+02   0.119947E+01  -0.133243E+01   0.543643E+05   0.356213E+01
  2757   0.470209E+02   0.120055E+01  -0.130359E+01   0.543277E+05   0.354912E+01
  2758   0.468256E+02   0.120178E+01  -0.127527E+01   0.542911E+05   0.353626E+01
  2759   0.466296E+02   0.120316E+01  -0.124747E+01   0.542546E+05   0.352354E+01
  2760   0.464331E+02   0.120468E+01  -0.122020E+01   0.542181E+05   0.351097E+01
  2761   0.462361E+02   0.120635E+01  -0.119346E+01   0.541817E+05   0.349853E+01
  2762   0.460386E+02   0.120817E+01  -0.116726E+01   0.541453E+05   0.348622E+01
  2763   0.458407E+02   0.121013E+01  -0.114160E+01   0.541089E+05   0.347404E+01
  2764   0.456424E+02   0.121222E+01  -0.111649E+01   0.540725E+05   0.346198E+01
  2765   0.454437E+02   0.121444E+01  -0.109194E+01   0.540362E+05   0.345004E+01
  2766   0.452447E+02   0.121680E+01  -0.106794E+01   0.539999E+05   0.343822E+01
  2767   0.450454E+02   0.121929E+01  -0.104450E+01   0.539637E+05   0.342650E+01
  2768   0.448460E+02   0.122190E+01  -0.102163E+01   0.539274E+05   0.341489E+01
  2769   0.446463E+02   0.122463E+01  -0.999325E+00   0.538912E+05   0.340338E+01
  2770   0.444464E+02   0.122749E+01  -0.977586E+00   0.538551E+05   0.339197E+01
  2771   0.442465E+02   0.123046E+01  -0.956426E+00   0.538190E+05   0.338065E+01
  2772   0.440464E+02   0.123354E+01  -0.935839E+00   0.537829E+05   0.336941E+01
  2773   0.438463E+02   0.123673E+01  -0.915831E+00   0.537468E+05   0.335826E+01
  2774   0.436462E+02   0.124003E+01  -0.896403E+00   0.537108E+05   0.334719E+01
  2775   0.434461E+02   0.124343E+01  -0.877555E+00   0.536749E+05   0.333619E+01
  2776   0.432460E+02   0.124693E+01  -0.859302E+00   0.536389E+05   0.332526E+01
  2777   0.430460E+02   0.125053E+01  -0.841628E+00   0.536030E+05   0.331439E+01
  2778   0.428462E+02   0.125423E+01  -0.824549E+00   0.535671E+05   0.330359E+01
  2779   0.426465E+02   0.125801E+01  -0.808049E+00   0.535313E+05   0.329284E+01
  2780   0.424471E+02   0.126188E+01  -0.792144E+00   0.534954E+05   0.328215E+01
  2781   0.422479E+02   0.126584E+01  -0.776825E+00   0.534597E+05   0.327150E+01
  2782   0.420490E+02   0.126987E+01  -0.762093E+00   0.534239E+05   0.326089E+01
  2783   0.418505E+02   0.127399E+01  -0.747956E+00   0.533882E+05   0.325033E+01
  2784   0.416524E+02   0.127817E+01  -0.734410E+00   0.533525E+05   0.323979E+01
  2785   0.414546E+02   0.128243E+01  -0.721449E+00   0.533169E+05   0.322929E+01
  2786   0.412573E+02   0.128675E+01  -0.709078E+00   0.532812E+05   0.321881E+01
  2787   0.410606E+02   0.129115E+01  -0.697295E+00   0.532457E+05   0.320836E+01
  2788   0.408643E+02   0.129560E+01  -0.686100E+00   0.532101E+05   0.319792E+01
  2789   0.406685E+02   0.130011E+01  -0.675491E+00   0.531746E+05   0.318749E+01
  2790   0.404733E+02   0.130467E+01  -0.665468E+00   0.531391E+05   0.317707E+01
  2791   0.402788E+02   0.130928E+01  -0.656030E+00   0.531037E+05   0.316665E+01
  2792   0.400849E+02   0.131394E+01  -0.647174E+00   0.530682E+05   0.315623E+01
  2793   0.398917E+02   0.131865E+01  -0.638898E+00   0.530329E+05   0.314581E+01
  2794   0.396992E+02   0.132339E+01  -0.631200E+00   0.529975E+05   0.313537E+01
  2795   0.395075E+02   0.132817E+01  -0.624078E+00   0.529622E+05   0.312492E+01
  2796   0.393166E+02   0.133299E+01  -0.617528E+00   0.529269E+05   0.311445E+01
  2797   0.391264E+02   0.133783E+01  -0.611550E+00   0.528917E+05   0.310396E+01
  2798   0.389371E+02   0.134271E+01  -0.606140E+00   0.528564E+05   0.309344E+01
  2799   0.387488E+02   0.134761E+01  -0.601293E+00   0.528212E+05   0.308289E+01
  2800   0.385612E+02   0.135253E+01  -0.597007E+00   0.527861E+05   0.307230E+01
  2801   0.383747E+02   0.135746E+01  -0.593280E+00   0.527510E+05   0.306167E+01
  2802   0.381891E+02   0.136241E+01  -0.590105E+00   0.527159E+05   0.305100E+01
  2803   0.380045E+02   0.136737E+01  -0.587481E+00   0.526808E+05   0.304030E+01
  2804   0.378209E+02   0.137234E+01  -0.585403E+00   0.526458E+05   0.302956E+01
  2805   0.376385E+02   0.137731E+01  -0.583868E+00   0.526108E+05   0.301880E+01
  2806   0.374570E+02   0.138228E+01  -0.582872E+00   0.525758E+05   0.300801E+01
  2807   0.372767E+02   0.138725E+01  -0.582410E+00   0.525409E+05   0.299720E+01
  2808   0.370975E+02   0.139222E+01  -0.582478E+00   0.525060E+05   0.298636E+01
  2809   0.369195E+02   0.139717E+01  -0.583072E+00   0.524711E+05   0.297551E+01
  2810   0.367426E+02   0.140211E+01  -0.584187E+00   0.524363E+05   0.296464E+01
  2811   0.365669E+02   0.140703E+01  -0.585819E+00   0.524015E+05   0.295376E+01
  2812   0.363925E+02   0.141194E+01  -0.587963E+00   0.523667E+05   0.294288E+01
  2813   0.362193E+02   0.141682E+01  -0.590611E+00   0.523320E+05   0.293198E+01
  2814   0.360473E+02   0.142168E+01  -0.593757E+00   0.522973E+05   0.292109E+01
  2815   0.358767E+02   0.142651E+01  -0.597395E+00   0.522626E+05   0.291020E+01
  2816   0.357074E+02   0.143131E+01  -0.601518E+00   0.522280E+05   0.289930E+01
  2817   0.355394E+02   0.143607E+01  -0.606119E+00   0.521934E+05   0.288842E+01
  2818   0.353729E+02   0.144080E+01  -0.611192E+00   0.521588E+05   0.287754E+01
  2819   0.352078E+02   0.144549E+01  -0.616731E+00   0.521242E+05   0.286668E+01
  2820   0.350440E+02   0.145014E+01  -0.622728E+00   0.520897E+05   0.285583E+01
  2821   0.348817E+02   0.145475E+01  -0.629178E+00   0.520553E+05   0.284500E+01
  2822   0.347208E+02   0.145931E+01  -0.636072E+00   0.520208E+05   0.283419E+01
  2823   0.345614E+02   0.146381E+01  -0.643406E+00   0.519864E+05   0.282341E+01
  2824   0.344035E+02   0.146827E+01  -0.651171E+00   0.519520E+05   0.281265E+01
  2825   0.342471E+02   0.147267E+01  -0.659361E+00   0.519176E+05   0.280192E+01
  2826   0.340922E+02   0.147701E+01  -0.667968E+00   0.518833E+05   0.279123E+01
  2827   0.339389E+02   0.148129E+01  -0.676984E+00   0.518490E+05   0.278057E+01
  2828   0.337870E+02   0.148550E+01  -0.686401E+00   0.518148E+05   0.276995E+01
  2829   0.336367E+02   0.148965E+01  -0.696211E+00   0.517805E+05   0.275938E+01
  2830   0.334880E+02   0.149374E+01  -0.706406E+00   0.517463E+05   0.274884E+01
  2831   0.333409E+02   0.149775E+01  -0.716977E+00   0.517122E+05   0.273836E+01
  2832   0.331955E+02   0.150169E+01  -0.727917E+00   0.516780E+05   0.272793E+01
  2833   0.330516E+02   0.150555E+01  -0.739217E+00   0.516439E+05   0.271755E+01
  2834   0.329094E+02   0.150934E+01  -0.750868E+00   0.516099E+05   0.270722E+01
  2835   0.327687E+02   0.151305E+01  -0.762864E+00   0.515758E+05   0.269696E+01
  2836   0.326298E+02   0.151668E+01  -0.775200E+00   0.515418E+05   0.268676E+01
  2837   0.324926E+02   0.152022E+01  -0.787854E+00   0.515078E+05   0.267663E+01
  2838   0.323569E+02   0.152367E+01  -0.800833E+00   0.514739E+05   0.266656E+01
  2839   0.322230E+02   0.152703E+01  -0.814122E+00   0.514400E+05   0.265657E+01
  2840   0.320907E+02   0.153030E+01  -0.827714E+00   0.514061E+05   0.264665E+01
  2841   0.319602E+02   0.153349E+01  -0.841594E+00   0.513722E+05   0.263681E+01
  2842   0.318313E+02   0.153657E+01  -0.855762E+00   0.513384E+05   0.262705E+01
  2843   0.317042E+02   0.153956E+01  -0.870203E+00   0.513046E+05   0.261737E+01
  2844   0.315788E+02   0.154246E+01  -0.884902E+00   0.512708E+05   0.260778E+01
  2845   0.314551E+02   0.154525E+01  -0.899867E+00   0.512371E+05   0.259828E+01
  2846   0.313331E+02   0.154794E+01  -0.915067E+00   0.512034E+05   0.258887E+01
  2847   0.312129E+02   0.155053E+01  -0.930511E+00   0.511697E+05   0.257956E+01
  2848   0.310944E+02   0.155302E+01  -0.946183E+00   0.511361E+05   0.257034E+01
  2849   0.309777E+02   0.155540E+01  -0.962068E+00   0.511025E+05   0.256123E+01
  2850   0.308626E+02   0.155768E+01  -0.978167E+00   0.510689E+05   0.255222E+01
  2851   0.307494E+02   0.155984E+01  -0.994465E+00   0.510353E+05   0.254332E+01
  2852   0.306379E+02   0.156189E+01  -0.101096E+01   0.510018E+05   0.253452E+01
  2853   0.305281E+02   0.156384E+01  -0.102763E+01   0.509683E+05   0.252583E+01
  2854   0.304200E+02   0.156567E+01  -0.104448E+01   0.509349E+05   0.251723E+01
  2855   0.303137E+02   0.156738E+01  -0.106149E+01   0.509014E+05   0.250874E+01
  2856   0.302092E+02   0.156897E+01  -0.107866E+01   0.508681E+05   0.250034E+01
  2857   0.301064E+02   0.157046E+01  -0.109597E+01   0.508347E+05   0.249203E+01
  2858   0.300053E+02   0.157182E+01  -0.111342E+01   0.508013E+05   0.248381E+01
  2859   0.299059E+02   0.157306E+01  -0.113101E+01   0.507680E+05   0.247569E+01
  2860   0.298083E+02   0.157418E+01  -0.114871E+01   0.507348E+05   0.246765E+01
  2861   0.297124E+02   0.157518E+01  -0.116651E+01   0.507015E+05   0.245969E+01
  2862   0.296182E+02   0.157606E+01  -0.118442E+01   0.506683E+05   0.245181E+01
  2863   0.295257E+02   0.157681E+01  -0.120242E+01   0.506351E+05   0.244402E+01
  2864   0.294350E+02   0.157744E+01  -0.122051E+01   0.506020E+05   0.243630E+01
  2865   0.293459E+02   0.157795E+01  -0.123867E+01   0.505688E+05   0.242866E+01
  2866   0.292585E+02   0.157832E+01  -0.125689E+01   0.505357E+05   0.242109E+01
  2867   0.291728E+02   0.157857E+01  -0.127517E+01   0.505027E+05   0.241359E+01
  2868   0.290888E+02   0.157869E+01  -0.129349E+01   0.504696E+05   0.240616E+01
  2869   0.290064E+02   0.157868E+01  -0.131186E+01   0.504366E+05   0.239879E+01
  2870   0.289257E+02   0.157854E+01  -0.133024E+01   0.504037E+05   0.239149E+01
  2871   0.288466E+02   0.157828E+01  -0.134866E+01   0.503707E+05   0.238424E+01
  2872   0.287692E+02   0.157789E+01  -0.136708E+01   0.503378E+05   0.237706E+01
  2873   0.286934E+02   0.157738E+01  -0.138551E+01   0.503049E+05   0.236993E+01
  2874   0.286193E+02   0.157673E+01  -0.140393E+01   0.502720E+05   0.236286E+01
  2875   0.285467E+02   0.157595E+01  -0.142233E+01   0.502392E+05   0.235583E+01
  2876   0.284757E+02   0.157505E+01  -0.144071E+01   0.502064E+05   0.234886E+01
  2877   0.284063E+02   0.157402E+01  -0.145906E+01   0.501737E+05   0.234194E+01
  2878   0.283385E+02   0.157286E+01  -0.147737E+01   0.501409E+05   0.233505E+01
  2879   0.282722E+02   0.157157E+01  -0.149563E+01   0.501082E+05   0.232822E+01
  2880   0.282074E+02   0.157015E+01  -0.151383E+01   0.500755E+05   0.232142E+01
  2881   0.281443E+02   0.156861E+01  -0.153197E+01   0.500429E+05   0.231466E+01
  2882   0.280825E+02   0.156694E+01  -0.155003E+01   0.500103E+05   0.230793E+01
  2883   0.280223E+02   0.156514E+01  -0.156802E+01   0.499777E+05   0.230124E+01
  2884   0.279636E+02   0.156320E+01  -0.158590E+01   0.499451E+05   0.229457E+01
  2885   0.279062E+02   0.156115E+01  -0.160370E+01   0.499126E+05   0.228794E+01
  2886   0.278504E+02   0.155897E+01  -0.162139E+01   0.498801E+05   0.228133E+01
  2887   0.277960E+02   0.155666E+01  -0.163896E+01   0.498476E+05   0.227475E+01
  2888   0.277429E+02   0.155423E+01  -0.165642E+01   0.498151E+05   0.226819E+01
  2889   0.276912E+02   0.155167E+01  -0.167375E+01   0.497827E+05   0.226164E+01
  2890   0.276410E+02   0.154899E+01  -0.169094E+01   0.497503E+05   0.225512E+01
  2891   0.275921E+02   0.154618E+01  -0.170799E+01   0.497180E+05   0.224860E+01
  2892   0.275445E+02   0.154325E+01  -0.172488E+01   0.496856E+05   0.224210E+01
  2893   0.274983E+02   0.154020E+01  -0.174163E+01   0.496533E+05   0.223561E+01
  2894   0.274533E+02   0.153703E+01  -0.175820E+01   0.496211E+05   0.222913E+01
  2895   0.274097E+02   0.153374E+01  -0.177461E+01   0.495888E+05   0.222265E+01
  2896   0.273672E+02   0.153033E+01  -0.179083E+01   0.495566E+05   0.221618E+01
  2897   0.273261E+02   0.152680E+01  -0.180687E+01   0.495244E+05   0.220970E+01
  2898   0.272861E+02   0.152315E+01  -0.182272E+01   0.494923E+05   0.220323E+01
  2899   0.272473E+02   0.151938E+01  -0.183837E+01   0.494602E+05   0.219675E+01
  2900   0.272098E+02   0.151551E+01  -0.185381E+01   0.494281E+05   0.219026E+01
  2901   0.271733E+02   0.151150E+01  -0.186905E+01   0.493960E+05   0.218377E+01
  2902   0.271380E+02   0.150740E+01  -0.188407E+01   0.493639E+05   0.217727E+01
  2903   0.271038E+02   0.150317E+01  -0.189885E+01   0.493319E+05   0.217077E+01
  2904   0.270707E+02   0.149883E+01  -0.191342E+01   0.492999E+05   0.216428E+01
  2905   0.270387E+02   0.149439E+01  -0.192774E+01   0.492680E+05   0.215779E+01
  2906   0.270076E+02   0.148983E+01  -0.194183E+01   0.492361E+05   0.215133E+01
  2907   0.269776E+02   0.148516E+01  -0.195567E+01   0.492042E+05   0.214488E+01
  2908   0.269486E+02   0.148039E+01  -0.196926E+01   0.491723E+05   0.213846E+01
  2909   0.269206E+02   0.147552E+01  -0.198260E+01   0.491405E+05   0.213206E+01
  2910   0.268936E+02   0.147054E+01  -0.199567E+01   0.491086E+05   0.212570E+01
  2911   0.268675E+02   0.146546E+01  -0.200848E+01   0.490769E+05   0.211938E+01
  2912   0.268423E+02   0.146028E+01  -0.202101E+01   0.490451E+05   0.211310E+01
  2913   0.268179E+02   0.145500E+01  -0.203328E+01   0.490134E+05   0.210687E+01
  2914   0.267945E+02   0.144963E+01  -0.204526E+01   0.489817E+05   0.210069E+01
  2915   0.267719E+02   0.144416E+01  -0.205696E+01   0.489500E+05   0.209457E+01
  2916   0.267500E+02   0.143859E+01  -0.206836E+01   0.489184E+05   0.208851E+01
  2917   0.267290E+02   0.143292E+01  -0.207947E+01   0.488867E+05   0.208251E+01
  2918   0.267088E+02   0.142717E+01  -0.209029E+01   0.488552E+05   0.207659E+01
  2919   0.266892E+02   0.142133E+01  -0.210081E+01   0.488236E+05   0.207075E+01
  2920   0.266704E+02   0.141540E+01  -0.211102E+01   0.487921E+05   0.206498E+01
  2921   0.266523E+02   0.140939E+01  -0.212093E+01   0.487606E+05   0.205930E+01
  2922   0.266349E+02   0.140328E+01  -0.213053E+01   0.487291E+05   0.205371E+01
  2923   0.266181E+02   0.139710E+01  -0.213982E+01   0.486976E+05   0.204822E+01
  2924   0.266019E+02   0.139084E+01  -0.214879E+01   0.486662E+05   0.204283E+01
  2925   0.265863E+02   0.138449E+01  -0.215744E+01   0.486348E+05   0.203754E+01
  2926   0.265713E+02   0.137807E+01  -0.216577E+01   0.486035E+05   0.203236E+01
  2927   0.265568E+02   0.137158E+01  -0.217378E+01   0.485721E+05   0.202729E+01
  2928   0.265429E+02   0.136501E+01  -0.218146E+01   0.485408E+05   0.202235E+01
  2929   0.265294E+02   0.135836E+01  -0.218881E+01   0.485095E+05   0.201752E+01
  2930   0.265164E+02   0.135166E+01  -0.219583E+01   0.484783E+05   0.201283E+01
  2931   0.265039E+02   0.134487E+01  -0.220252E+01   0.484471E+05   0.200826E+01
  2932   0.264918E+02   0.133802E+01  -0.220887E+01   0.484159E+05   0.200384E+01
  2933   0.264800E+02   0.133112E+01  -0.221489E+01   0.483847E+05   0.199955E+01
  2934   0.264688E+02   0.132415E+01  -0.222057E+01   0.483536E+05   0.199542E+01
  2935   0.264578E+02   0.131712E+01  -0.222591E+01   0.483224E+05   0.199143E+01
  2936   0.264471E+02   0.131004E+01  -0.223092E+01   0.482913E+05   0.198761E+01
  2937   0.264368E+02   0.130290E+01  -0.223558E+01   0.482603E+05   0.198394E+01
  2938   0.264267E+02   0.129571E+01  -0.223991E+01   0.482293E+05   0.198044E+01
  2939   0.264169E+02   0.128847E+01  -0.224390E+01   0.481983E+05   0.197711E+01
  2940   0.264074E+02   0.128119E+01  -0.224754E+01   0.481673E+05   0.197395E+01
  2941   0.263980E+02   0.127385E+01  -0.225084E+01   0.481363E+05   0.197098E+01
  2942   0.263888E+02   0.126647E+01  -0.225379E+01   0.481054E+05   0.196819E+01
  2943   0.263799E+02   0.125906E+01  -0.225641E+01   0.480745E+05   0.196559E+01
  2944   0.263710E+02   0.125160E+01  -0.225868E+01   0.480436E+05   0.196318E+01
  2945   0.263623E+02   0.124410E+01  -0.226060E+01   0.480128E+05   0.196097E+01
  2946   0.263537E+02   0.123657E+01  -0.226218E+01   0.479820E+05   0.195897E+01
  2947   0.263451E+02   0.122900E+01  -0.226342E+01   0.479512E+05   0.195717E+01
  2948   0.263367E+02   0.122141E+01  -0.226432E+01   0.479204E+05   0.195559E+01
  2949   0.263282E+02   0.121379E+01  -0.226487E+01   0.478897E+05   0.195423E+01
  2950   0.263197E+02   0.120613E+01  -0.226509E+01   0.478590E+05   0.195308E+01
  2951   0.263113E+02   0.119846E+01  -0.226496E+01   0.478283E+05   0.195217E+01
  2952   0.263027E+02   0.119076E+01  -0.226449E+01   0.477977E+05   0.195147E+01
  2953   0.262942E+02   0.118304E+01  -0.226369E+01   0.477670E+05   0.195098E+01
  2954   0.262856E+02   0.117531E+01  -0.226255E+01   0.477364E+05   0.195070E+01
  2955   0.262769E+02   0.116755E+01  -0.226108E+01   0.477059E+05   0.195062E+01
  2956   0.262681E+02   0.115979E+01  -0.225927E+01   0.476753E+05   0.195072E+01
  2957   0.262591E+02   0.115201E+01  -0.225711E+01   0.476448E+05   0.195100E+01
  2958   0.262499E+02   0.114422E+01  -0.225464E+01   0.476143E+05   0.195146E+01
  2959   0.262406E+02   0.113642E+01  -0.225182E+01   0.475839E+05   0.195208E+01
  2960   0.262310E+02   0.112861E+01  -0.224869E+01   0.475534E+05   0.195286E+01
  2961   0.262213E+02   0.112080E+01  -0.224522E+01   0.475230E+05   0.195378E+01
  2962   0.262113E+02   0.111300E+01  -0.224144E+01   0.474926E+05   0.195485E+01
  2963   0.262010E+02   0.110519E+01  -0.223733E+01   0.474623E+05   0.195606E+01
  2964   0.261906E+02   0.109738E+01  -0.223290E+01   0.474319E+05   0.195739E+01
  2965   0.261797E+02   0.108958E+01  -0.222816E+01   0.474016E+05   0.195883E+01
  2966   0.261687E+02   0.108178E+01  -0.222311E+01   0.473714E+05   0.196039E+01
  2967   0.261573E+02   0.107400E+01  -0.221774E+01   0.473411E+05   0.196205E+01
  2968   0.261455E+02   0.106622E+01  -0.221208E+01   0.473109E+05   0.196381E+01
  2969   0.261333E+02   0.105846E+01  -0.220610E+01   0.472807E+05   0.196565E+01
  2970   0.261209E+02   0.105072E+01  -0.219982E+01   0.472505E+05   0.196757E+01
  2971   0.261080E+02   0.104298E+01  -0.219325E+01   0.472204E+05   0.196957E+01
  2972   0.260947E+02   0.103527E+01  -0.218639E+01   0.471902E+05   0.197163E+01
  2973   0.260809E+02   0.102758E+01  -0.217923E+01   0.471602E+05   0.197374E+01
  2974   0.260668E+02   0.101991E+01  -0.217179E+01   0.471301E+05   0.197591E+01
  2975   0.260522E+02   0.101226E+01  -0.216406E+01   0.471000E+05   0.197811E+01
  2976   0.260372E+02   0.100465E+01  -0.215605E+01   0.470700E+05   0.198035E+01
  2977   0.260217E+02   0.997058E+00  -0.214778E+01   0.470400E+05   0.198261E+01
  2978   0.260056E+02   0.989496E+00  -0.213922E+01   0.470101E+05   0.198489E+01
  2979   0.259891E+02   0.981964E+00  -0.213040E+01   0.469801E+05   0.198717E+01
  2980   0.259720E+02   0.974470E+00  -0.212132E+01   0.469502E+05   0.198946E+01
  2981   0.259544E+02   0.967013E+00  -0.211198E+01   0.469203E+05   0.199175E+01
  2982   0.259364E+02   0.959593E+00  -0.210239E+01   0.468905E+05   0.199402E+01
  2983   0.259177E+02   0.952211E+00  -0.209254E+01   0.468607E+05   0.199626E+01
  2984   0.258985E+02   0.944867E+00  -0.208245E+01   0.468308E+05   0.199848E+01
  2985   0.258786E+02   0.937567E+00  -0.207213E+01   0.468011E+05   0.200067E+01
  2986   0.258583E+02   0.930313E+00  -0.206157E+01   0.467713E+05   0.200280E+01
  2987   0.258373E+02   0.923103E+00  -0.205078E+01   0.467416E+05   0.200489E+01
  2988   0.258158E+02   0.915946E+00  -0.203976E+01   0.467119E+05   0.200691E+01
  2989   0.257936E+02   0.908833E+00  -0.202852E+01   0.466822E+05   0.200886E+01
  2990   0.257707E+02   0.901773E+00  -0.201707E+01   0.466526E+05   0.201074E+01
  2991   0.257473E+02   0.894757E+00  -0.200539E+01   0.466229E+05   0.201254E+01
  2992   0.257232E+02   0.887802E+00  -0.199351E+01   0.465933E+05   0.201424E+01
  2993   0.256985E+02   0.880899E+00  -0.198143E+01   0.465638E+05   0.201585E+01
  2994   0.256730E+02   0.874055E+00  -0.196915E+01   0.465342E+05   0.201734E+01
  2995   0.256469E+02   0.867271E+00  -0.195668E+01   0.465047E+05   0.201873E+01
  2996   0.256202E+02   0.860539E+00  -0.194403E+01   0.464752E+05   0.201999E+01
  2997   0.255928E+02   0.853875E+00  -0.193119E+01   0.464457E+05   0.202111E+01
  2998   0.255646E+02   0.847270E+00  -0.191818E+01   0.464163E+05   0.202210E+01
  2999   0.255359E+02   0.840733E+00  -0.190500E+01   0.463868E+05   0.202295E+01
  3000   0.255064E+02   0.834255E+00  -0.189166E+01   0.463574E+05   0.202364E+01
  3001   0.254762E+02   0.827852E+00  -0.187816E+01   0.463281E+05   0.202417E+01
  3002   0.254453E+02   0.821508E+00  -0.186451E+01   0.462987E+05   0.202455E+01
  3003   0.254138E+02   0.815239E+00  -0.185071E+01   0.462694E+05   0.202479E+01
  3004   0.253815E+02   0.809037E+00  -0.183676E+01   0.462401E+05   0.202490E+01
  3005   0.253485E+02   0.802910E+00  -0.182268E+01   0.462108E+05   0.202489E+01
  3006   0.253148E+02   0.796849E+00  -0.180847E+01   0.461816E+05   0.202476E+01
  3007   0.252803E+02   0.790871E+00  -0.179414E+01   0.461524E+05   0.202454E+01
  3008   0.252452E+02   0.784960E+00  -0.177968E+01   0.461232E+05   0.202423E+01
  3009   0.252093E+02   0.779123E+00  -0.176510E+01   0.460940E+05   0.202384E+01
  3010   0.251727E+02   0.773368E+00  -0.175042E+01   0.460649E+05   0.202337E+01
  3011   0.251353E+02   0.767687E+00  -0.173564E+01   0.460358E+05   0.202285E+01
  3012   0.250972E+02   0.762082E+00  -0.172075E+01   0.460067E+05   0.202228E+01
  3013   0.250584E+02   0.756558E+00  -0.170577E+01   0.459776E+05   0.202167E+01
  3014   0.250189E+02   0.751115E+00  -0.169070E+01   0.459485E+05   0.202103E+01
  3015   0.249786E+02   0.745755E+00  -0.167556E+01   0.459195E+05   0.202037E+01
  3016   0.249376E+02   0.740470E+00  -0.166033E+01   0.458905E+05   0.201970E+01
  3017   0.248958E+02   0.735270E+00  -0.164504E+01   0.458616E+05   0.201904E+01
  3018   0.248534E+02   0.730152E+00  -0.162967E+01   0.458326E+05   0.201838E+01
  3019   0.248101E+02   0.725118E+00  -0.161426E+01   0.458037E+05   0.201775E+01
  3020   0.247662E+02   0.720167E+00  -0.159878E+01   0.457748E+05   0.201716E+01
  3021   0.247216E+02   0.715300E+00  -0.158325E+01   0.457459E+05   0.201660E+01
  3022   0.246761E+02   0.710519E+00  -0.156769E+01   0.457171E+05   0.201610E+01
  3023   0.246300E+02   0.705822E+00  -0.155209E+01   0.456883E+05   0.201566E+01
  3024   0.245831E+02   0.701212E+00  -0.153645E+01   0.456595E+05   0.201529E+01
  3025   0.245355E+02   0.696688E+00  -0.152079E+01   0.456307E+05   0.201501E+01
  3026   0.244873E+02   0.692251E+00  -0.150511E+01   0.456020E+05   0.201482E+01
  3027   0.244383E+02   0.687901E+00  -0.148941E+01   0.455732E+05   0.201473E+01
  3028   0.243886E+02   0.683640E+00  -0.147371E+01   0.455445E+05   0.201476E+01
  3029   0.243383E+02   0.679466E+00  -0.145800E+01   0.455159E+05   0.201491E+01
  3030   0.242873E+02   0.675382E+00  -0.144230E+01   0.454872E+05   0.201520E+01
  3031   0.242356E+02   0.671385E+00  -0.142661E+01   0.454586E+05   0.201563E+01
  3032   0.241833E+02   0.667477E+00  -0.141092E+01   0.454300E+05   0.201622E+01
  3033   0.241302E+02   0.663657E+00  -0.139526E+01   0.454014E+05   0.201697E+01
  3034   0.240766E+02   0.659927E+00  -0.137962E+01   0.453729E+05   0.201790E+01
  3035   0.240222E+02   0.656285E+00  -0.136401E+01   0.453443E+05   0.201902E+01
  3036   0.239672E+02   0.652733E+00  -0.134844E+01   0.453158E+05   0.202032E+01
  3037   0.239116E+02   0.649270E+00  -0.133290E+01   0.452874E+05   0.202184E+01
  3038   0.238553E+02   0.645896E+00  -0.131741E+01   0.452589E+05   0.202357E+01
  3039   0.237984E+02   0.642611E+00  -0.130197E+01   0.452305E+05   0.202553E+01
  3040   0.237409E+02   0.639415E+00  -0.128658E+01   0.452021E+05   0.202772E+01
  3041   0.236828E+02   0.636308E+00  -0.127126E+01   0.451737E+05   0.203017E+01
  3042   0.236242E+02   0.633290E+00  -0.125599E+01   0.451453E+05   0.203287E+01
  3043   0.235649E+02   0.630361E+00  -0.124081E+01   0.451170E+05   0.203583E+01
  3044   0.235050E+02   0.627520E+00  -0.122569E+01   0.450887E+05   0.203907E+01
  3045   0.234446E+02   0.624768E+00  -0.121065E+01   0.450604E+05   0.204261E+01
  3046   0.233837E+02   0.622104E+00  -0.119570E+01   0.450321E+05   0.204644E+01
  3047   0.233221E+02   0.619527E+00  -0.118083E+01   0.450039E+05   0.205057E+01
  3048   0.232600E+02   0.617038E+00  -0.116606E+01   0.449757E+05   0.205503E+01
  3049   0.231974E+02   0.614636E+00  -0.115139E+01   0.449475E+05   0.205981E+01
  3050   0.231343E+02   0.612321E+00  -0.113681E+01   0.449193E+05   0.206494E+01
  3051   0.230706E+02   0.610092E+00  -0.112235E+01   0.448912E+05   0.207040E+01
  3052   0.230065E+02   0.607949E+00  -0.110799E+01   0.448631E+05   0.207620E+01
  3053   0.229418E+02   0.605892E+00  -0.109375E+01   0.448350E+05   0.208232E+01
  3054   0.228767E+02   0.603919E+00  -0.107963E+01   0.448069E+05   0.208874E+01
  3055   0.228111E+02   0.602032E+00  -0.106564E+01   0.447789E+05   0.209545E+01
  3056   0.227451E+02   0.600228E+00  -0.105177E+01   0.447508E+05   0.210242E+01
  3057   0.226787E+02   0.598508E+00  -0.103804E+01   0.447228E+05   0.210965E+01
  3058   0.226119E+02   0.596871E+00  -0.102444E+01   0.446949E+05   0.211711E+01
  3059   0.225445E+02   0.595317E+00  -0.101098E+01   0.446669E+05   0.212480E+01
