#    L    TT             EE             TE             PP             TP          
  3060   0.224769E+02   0.593843E+00  -0.997665E+00   0.446390E+05   0.213269E+01
  3061   0.224088E+02   0.592451E+00  -0.984494E+00   0.446111E+05   0.214077E+01
  3062   0.223403E+02   0.591138E+00  -0.971481E+00   0.445832E+05   0.214903E+01
  3063   0.222715E+02   0.589906E+00  -0.958616E+00   0.445554E+05   0.215744E+01
  3064   0.222024E+02   0.588752E+00  -0.945909E+00   0.445275E+05   0.216600E+01
  3065   0.221328E+02   0.587676E+00  -0.933366E+00   0.444997E+05   0.217468E+01
  3066   0.220630E+02   0.586677E+00  -0.920987E+00   0.444719E+05   0.218347E+01
  3067   0.219928E+02   0.585754E+00  -0.908772E+00   0.444442E+05   0.219236E+01
  3068   0.219223E+02   0.584907E+00  -0.896729E+00   0.444164E+05   0.220132E+01
  3069   0.218515E+02   0.584135E+00  -0.884857E+00   0.443887E+05   0.221035E+01
  3070   0.217804E+02   0.583436E+00  -0.873164E+00   0.443610E+05   0.221942E+01
  3071   0.217091E+02   0.582810E+00  -0.861650E+00   0.443333E+05   0.222852E+01
  3072   0.216375E+02   0.582256E+00  -0.850323E+00   0.443057E+05   0.223764E+01
  3073   0.215657E+02   0.581773E+00  -0.839174E+00   0.442781E+05   0.224676E+01
  3074   0.214937E+02   0.581359E+00  -0.828212E+00   0.442505E+05   0.225585E+01
  3075   0.214215E+02   0.581015E+00  -0.817443E+00   0.442229E+05   0.226492E+01
  3076   0.213490E+02   0.580738E+00  -0.806861E+00   0.441953E+05   0.227394E+01
  3077   0.212764E+02   0.580528E+00  -0.796480E+00   0.441678E+05   0.228289E+01
  3078   0.212036E+02   0.580384E+00  -0.786292E+00   0.441403E+05   0.229176E+01
  3079   0.211307E+02   0.580305E+00  -0.776299E+00   0.441128E+05   0.230053E+01
  3080   0.210576E+02   0.580290E+00  -0.766506E+00   0.440854E+05   0.230919E+01
  3081   0.209844E+02   0.580336E+00  -0.756921E+00   0.440579E+05   0.231772E+01
  3082   0.209110E+02   0.580444E+00  -0.747538E+00   0.440305E+05   0.232611E+01
  3083   0.208376E+02   0.580612E+00  -0.738359E+00   0.440031E+05   0.233433E+01
  3084   0.207640E+02   0.580839E+00  -0.729388E+00   0.439757E+05   0.234238E+01
  3085   0.206904E+02   0.581124E+00  -0.720626E+00   0.439484E+05   0.235024E+01
  3086   0.206167E+02   0.581466E+00  -0.712074E+00   0.439211E+05   0.235789E+01
  3087   0.205431E+02   0.581862E+00  -0.703734E+00   0.438938E+05   0.236531E+01
  3088   0.204693E+02   0.582313E+00  -0.695607E+00   0.438665E+05   0.237249E+01
  3089   0.203956E+02   0.582818E+00  -0.687694E+00   0.438392E+05   0.237942E+01
  3090   0.203218E+02   0.583374E+00  -0.679997E+00   0.438120E+05   0.238607E+01
  3091   0.202481E+02   0.583981E+00  -0.672516E+00   0.437848E+05   0.239244E+01
  3092   0.201744E+02   0.584637E+00  -0.665253E+00   0.437576E+05   0.239850E+01
  3093   0.201008E+02   0.585342E+00  -0.658208E+00   0.437305E+05   0.240424E+01
  3094   0.200272E+02   0.586093E+00  -0.651381E+00   0.437033E+05   0.240965E+01
  3095   0.199537E+02   0.586890E+00  -0.644775E+00   0.436762E+05   0.241470E+01
  3096   0.198802E+02   0.587731E+00  -0.638387E+00   0.436491E+05   0.241939E+01
  3097   0.198069E+02   0.588615E+00  -0.632220E+00   0.436220E+05   0.242369E+01
  3098   0.197337E+02   0.589541E+00  -0.626274E+00   0.435950E+05   0.242760E+01
  3099   0.196605E+02   0.590507E+00  -0.620549E+00   0.435680E+05   0.243108E+01
  3100   0.195876E+02   0.591512E+00  -0.615046E+00   0.435409E+05   0.243414E+01
  3101   0.195147E+02   0.592555E+00  -0.609763E+00   0.435140E+05   0.243675E+01
  3102   0.194421E+02   0.593635E+00  -0.604700E+00   0.434870E+05   0.243894E+01
  3103   0.193696E+02   0.594748E+00  -0.599859E+00   0.434601E+05   0.244070E+01
  3104   0.192973E+02   0.595896E+00  -0.595239E+00   0.434331E+05   0.244207E+01
  3105   0.192252E+02   0.597077E+00  -0.590839E+00   0.434063E+05   0.244304E+01
  3106   0.191533E+02   0.598288E+00  -0.586660E+00   0.433794E+05   0.244365E+01
  3107   0.190817E+02   0.599529E+00  -0.582700E+00   0.433525E+05   0.244391E+01
  3108   0.190103E+02   0.600797E+00  -0.578960E+00   0.433257E+05   0.244382E+01
  3109   0.189391E+02   0.602094E+00  -0.575439E+00   0.432989E+05   0.244341E+01
  3110   0.188682E+02   0.603415E+00  -0.572137E+00   0.432721E+05   0.244269E+01
  3111   0.187975E+02   0.604760E+00  -0.569052E+00   0.432454E+05   0.244168E+01
  3112   0.187271E+02   0.606128E+00  -0.566185E+00   0.432186E+05   0.244039E+01
  3113   0.186570E+02   0.607518E+00  -0.563534E+00   0.431919E+05   0.243884E+01
  3114   0.185873E+02   0.608927E+00  -0.561098E+00   0.431652E+05   0.243704E+01
  3115   0.185178E+02   0.610354E+00  -0.558876E+00   0.431385E+05   0.243501E+01
  3116   0.184486E+02   0.611800E+00  -0.556867E+00   0.431119E+05   0.243277E+01
  3117   0.183798E+02   0.613262E+00  -0.555068E+00   0.430853E+05   0.243032E+01
  3118   0.183114E+02   0.614738E+00  -0.553480E+00   0.430587E+05   0.242769E+01
  3119   0.182433E+02   0.616228E+00  -0.552101E+00   0.430321E+05   0.242489E+01
  3120   0.181756E+02   0.617729E+00  -0.550929E+00   0.430055E+05   0.242194E+01
  3121   0.181083E+02   0.619242E+00  -0.549964E+00   0.429790E+05   0.241885E+01
  3122   0.180414E+02   0.620765E+00  -0.549202E+00   0.429525E+05   0.241563E+01
  3123   0.179749E+02   0.622295E+00  -0.548643E+00   0.429260E+05   0.241231E+01
  3124   0.179088E+02   0.623832E+00  -0.548284E+00   0.428995E+05   0.240889E+01
  3125   0.178430E+02   0.625375E+00  -0.548124E+00   0.428730E+05   0.240540E+01
  3126   0.177778E+02   0.626923E+00  -0.548162E+00   0.428466E+05   0.240184E+01
  3127   0.177130E+02   0.628473E+00  -0.548394E+00   0.428202E+05   0.239824E+01
  3128   0.176486E+02   0.630025E+00  -0.548820E+00   0.427938E+05   0.239461E+01
  3129   0.175846E+02   0.631577E+00  -0.549436E+00   0.427675E+05   0.239097E+01
  3130   0.175212E+02   0.633129E+00  -0.550241E+00   0.427411E+05   0.238732E+01
  3131   0.174582E+02   0.634679E+00  -0.551231E+00   0.427148E+05   0.238369E+01
  3132   0.173957E+02   0.636226E+00  -0.552406E+00   0.426885E+05   0.238010E+01
  3133   0.173336E+02   0.637768E+00  -0.553762E+00   0.426622E+05   0.237654E+01
  3134   0.172721E+02   0.639305E+00  -0.555296E+00   0.426360E+05   0.237305E+01
  3135   0.172111E+02   0.640835E+00  -0.557008E+00   0.426097E+05   0.236964E+01
  3136   0.171506E+02   0.642357E+00  -0.558892E+00   0.425835E+05   0.236632E+01
  3137   0.170906E+02   0.643870E+00  -0.560949E+00   0.425573E+05   0.236311E+01
  3138   0.170311E+02   0.645372E+00  -0.563174E+00   0.425312E+05   0.236003E+01
  3139   0.169722E+02   0.646863E+00  -0.565565E+00   0.425050E+05   0.235708E+01
  3140   0.169137E+02   0.648341E+00  -0.568119E+00   0.424789E+05   0.235429E+01
  3141   0.168558E+02   0.649805E+00  -0.570834E+00   0.424528E+05   0.235166E+01
  3142   0.167985E+02   0.651253E+00  -0.573706E+00   0.424267E+05   0.234923E+01
  3143   0.167417E+02   0.652686E+00  -0.576733E+00   0.424006E+05   0.234699E+01
  3144   0.166855E+02   0.654102E+00  -0.579911E+00   0.423746E+05   0.234497E+01
  3145   0.166298E+02   0.655500E+00  -0.583237E+00   0.423486E+05   0.234318E+01
  3146   0.165748E+02   0.656879E+00  -0.586710E+00   0.423226E+05   0.234165E+01
  3147   0.165203E+02   0.658238E+00  -0.590325E+00   0.422966E+05   0.234037E+01
  3148   0.164664E+02   0.659576E+00  -0.594079E+00   0.422706E+05   0.233937E+01
  3149   0.164130E+02   0.660891E+00  -0.597968E+00   0.422447E+05   0.233866E+01
  3150   0.163602E+02   0.662184E+00  -0.601991E+00   0.422188E+05   0.233827E+01
  3151   0.163081E+02   0.663453E+00  -0.606143E+00   0.421929E+05   0.233819E+01
  3152   0.162566E+02   0.664696E+00  -0.610420E+00   0.421670E+05   0.233843E+01
  3153   0.162056E+02   0.665914E+00  -0.614821E+00   0.421412E+05   0.233897E+01
  3154   0.161552E+02   0.667104E+00  -0.619342E+00   0.421153E+05   0.233979E+01
  3155   0.161054E+02   0.668266E+00  -0.623978E+00   0.420895E+05   0.234089E+01
  3156   0.160562E+02   0.669400E+00  -0.628728E+00   0.420637E+05   0.234225E+01
  3157   0.160076E+02   0.670504E+00  -0.633587E+00   0.420380E+05   0.234386E+01
  3158   0.159597E+02   0.671577E+00  -0.638551E+00   0.420122E+05   0.234571E+01
  3159   0.159124E+02   0.672619E+00  -0.643618E+00   0.419865E+05   0.234779E+01
  3160   0.158656E+02   0.673628E+00  -0.648785E+00   0.419608E+05   0.235008E+01
  3161   0.158195E+02   0.674604E+00  -0.654047E+00   0.419351E+05   0.235256E+01
  3162   0.157740E+02   0.675546E+00  -0.659401E+00   0.419095E+05   0.235524E+01
  3163   0.157291E+02   0.676454E+00  -0.664843E+00   0.418838E+05   0.235810E+01
  3164   0.156848E+02   0.677326E+00  -0.670371E+00   0.418582E+05   0.236111E+01
  3165   0.156412E+02   0.678162E+00  -0.675981E+00   0.418326E+05   0.236428E+01
  3166   0.155982E+02   0.678961E+00  -0.681668E+00   0.418070E+05   0.236759E+01
  3167   0.155557E+02   0.679722E+00  -0.687431E+00   0.417815E+05   0.237102E+01
  3168   0.155140E+02   0.680446E+00  -0.693264E+00   0.417559E+05   0.237457E+01
  3169   0.154727E+02   0.681130E+00  -0.699164E+00   0.417304E+05   0.237822E+01
  3170   0.154322E+02   0.681775E+00  -0.705129E+00   0.417049E+05   0.238196E+01
  3171   0.153922E+02   0.682380E+00  -0.711153E+00   0.416795E+05   0.238577E+01
  3172   0.153529E+02   0.682944E+00  -0.717235E+00   0.416540E+05   0.238965E+01
  3173   0.153142E+02   0.683466E+00  -0.723370E+00   0.416286E+05   0.239358E+01
  3174   0.152760E+02   0.683946E+00  -0.729553E+00   0.416032E+05   0.239756E+01
  3175   0.152385E+02   0.684383E+00  -0.735784E+00   0.415778E+05   0.240155E+01
  3176   0.152016E+02   0.684777E+00  -0.742057E+00   0.415524E+05   0.240557E+01
  3177   0.151653E+02   0.685128E+00  -0.748367E+00   0.415270E+05   0.240959E+01
  3178   0.151296E+02   0.685435E+00  -0.754713E+00   0.415017E+05   0.241359E+01
  3179   0.150944E+02   0.685699E+00  -0.761096E+00   0.414764E+05   0.241758E+01
  3180   0.150600E+02   0.685918E+00  -0.767500E+00   0.414511E+05   0.242153E+01
  3181   0.150261E+02   0.686093E+00  -0.773933E+00   0.414259E+05   0.242543E+01
  3182   0.149928E+02   0.686223E+00  -0.780381E+00   0.414006E+05   0.242927E+01
  3183   0.149600E+02   0.686308E+00  -0.786857E+00   0.413754E+05   0.243305E+01
  3184   0.149278E+02   0.686349E+00  -0.793340E+00   0.413502E+05   0.243673E+01
  3185   0.148962E+02   0.686343E+00  -0.799829E+00   0.413250E+05   0.244032E+01
  3186   0.148652E+02   0.686292E+00  -0.806333E+00   0.412998E+05   0.244381E+01
  3187   0.148348E+02   0.686194E+00  -0.812836E+00   0.412747E+05   0.244717E+01
  3188   0.148049E+02   0.686050E+00  -0.819338E+00   0.412496E+05   0.245040E+01
  3189   0.147756E+02   0.685858E+00  -0.825839E+00   0.412244E+05   0.245348E+01
  3190   0.147469E+02   0.685620E+00  -0.832332E+00   0.411994E+05   0.245640E+01
  3191   0.147187E+02   0.685335E+00  -0.838817E+00   0.411743E+05   0.245915E+01
  3192   0.146911E+02   0.685002E+00  -0.845286E+00   0.411493E+05   0.246172E+01
  3193   0.146639E+02   0.684623E+00  -0.851740E+00   0.411242E+05   0.246409E+01
  3194   0.146374E+02   0.684195E+00  -0.858171E+00   0.410992E+05   0.246626E+01
  3195   0.146113E+02   0.683721E+00  -0.864578E+00   0.410742E+05   0.246820E+01
  3196   0.145857E+02   0.683200E+00  -0.870956E+00   0.410493E+05   0.246992E+01
  3197   0.145607E+02   0.682630E+00  -0.877310E+00   0.410243E+05   0.247138E+01
  3198   0.145363E+02   0.682014E+00  -0.883626E+00   0.409994E+05   0.247259E+01
  3199   0.145123E+02   0.681349E+00  -0.889904E+00   0.409745E+05   0.247353E+01
  3200   0.144888E+02   0.680637E+00  -0.896145E+00   0.409496E+05   0.247419E+01
  3201   0.144657E+02   0.679877E+00  -0.902340E+00   0.409248E+05   0.247456E+01
  3202   0.144432E+02   0.679069E+00  -0.908489E+00   0.408999E+05   0.247464E+01
  3203   0.144211E+02   0.678213E+00  -0.914586E+00   0.408751E+05   0.247444E+01
  3204   0.143995E+02   0.677311E+00  -0.920631E+00   0.408503E+05   0.247398E+01
  3205   0.143784E+02   0.676360E+00  -0.926622E+00   0.408255E+05   0.247326E+01
  3206   0.143577E+02   0.675362E+00  -0.932553E+00   0.408008E+05   0.247229E+01
  3207   0.143374E+02   0.674318E+00  -0.938417E+00   0.407760E+05   0.247108E+01
  3208   0.143177E+02   0.673226E+00  -0.944221E+00   0.407513E+05   0.246964E+01
  3209   0.142982E+02   0.672089E+00  -0.949965E+00   0.407266E+05   0.246798E+01
  3210   0.142793E+02   0.670906E+00  -0.955626E+00   0.407019E+05   0.246610E+01
  3211   0.142608E+02   0.669676E+00  -0.961220E+00   0.406772E+05   0.246403E+01
  3212   0.142427E+02   0.668401E+00  -0.966739E+00   0.406526E+05   0.246176E+01
  3213   0.142249E+02   0.667081E+00  -0.972183E+00   0.406280E+05   0.245930E+01
  3214   0.142076E+02   0.665715E+00  -0.977544E+00   0.406034E+05   0.245667E+01
  3215   0.141906E+02   0.664304E+00  -0.982816E+00   0.405788E+05   0.245387E+01
  3216   0.141741E+02   0.662848E+00  -0.988013E+00   0.405542E+05   0.245092E+01
  3217   0.141579E+02   0.661348E+00  -0.993113E+00   0.405297E+05   0.244781E+01
  3218   0.141420E+02   0.659803E+00  -0.998123E+00   0.405051E+05   0.244457E+01
  3219   0.141265E+02   0.658214E+00  -0.100304E+01   0.404806E+05   0.244120E+01
  3220   0.141113E+02   0.656581E+00  -0.100786E+01   0.404562E+05   0.243771E+01
  3221   0.140964E+02   0.654907E+00  -0.101259E+01   0.404317E+05   0.243411E+01
  3222   0.140819E+02   0.653188E+00  -0.101721E+01   0.404072E+05   0.243040E+01
  3223   0.140677E+02   0.651429E+00  -0.102172E+01   0.403828E+05   0.242660E+01
  3224   0.140538E+02   0.649626E+00  -0.102615E+01   0.403584E+05   0.242272E+01
  3225   0.140401E+02   0.647783E+00  -0.103046E+01   0.403340E+05   0.241876E+01
  3226   0.140268E+02   0.645900E+00  -0.103466E+01   0.403096E+05   0.241474E+01
  3227   0.140137E+02   0.643975E+00  -0.103876E+01   0.402853E+05   0.241066E+01
  3228   0.140009E+02   0.642012E+00  -0.104274E+01   0.402610E+05   0.240654E+01
  3229   0.139884E+02   0.640008E+00  -0.104660E+01   0.402367E+05   0.240237E+01
  3230   0.139762E+02   0.637965E+00  -0.105035E+01   0.402124E+05   0.239818E+01
  3231   0.139640E+02   0.635884E+00  -0.105399E+01   0.401881E+05   0.239397E+01
  3232   0.139523E+02   0.633765E+00  -0.105751E+01   0.401638E+05   0.238974E+01
  3233   0.139407E+02   0.631610E+00  -0.106090E+01   0.401396E+05   0.238552E+01
  3234   0.139292E+02   0.629418E+00  -0.106418E+01   0.401154E+05   0.238130E+01
  3235   0.139180E+02   0.627189E+00  -0.106733E+01   0.400912E+05   0.237710E+01
  3236   0.139070E+02   0.624927E+00  -0.107036E+01   0.400670E+05   0.237293E+01
  3237   0.138962E+02   0.622631E+00  -0.107326E+01   0.400429E+05   0.236879E+01
  3238   0.138855E+02   0.620301E+00  -0.107603E+01   0.400187E+05   0.236469E+01
  3239   0.138750E+02   0.617938E+00  -0.107868E+01   0.399946E+05   0.236065E+01
  3240   0.138648E+02   0.615543E+00  -0.108120E+01   0.399705E+05   0.235668E+01
  3241   0.138545E+02   0.613116E+00  -0.108359E+01   0.399464E+05   0.235277E+01
  3242   0.138445E+02   0.610660E+00  -0.108585E+01   0.399224E+05   0.234894E+01
  3243   0.138345E+02   0.608172E+00  -0.108797E+01   0.398983E+05   0.234521E+01
  3244   0.138248E+02   0.605655E+00  -0.108996E+01   0.398743E+05   0.234157E+01
  3245   0.138151E+02   0.603109E+00  -0.109182E+01   0.398503E+05   0.233805E+01
  3246   0.138054E+02   0.600536E+00  -0.109354E+01   0.398263E+05   0.233464E+01
  3247   0.137959E+02   0.597934E+00  -0.109513E+01   0.398024E+05   0.233136E+01
  3248   0.137865E+02   0.595306E+00  -0.109658E+01   0.397784E+05   0.232821E+01
  3249   0.137771E+02   0.592653E+00  -0.109789E+01   0.397545E+05   0.232521E+01
  3250   0.137678E+02   0.589973E+00  -0.109906E+01   0.397306E+05   0.232236E+01
  3251   0.137586E+02   0.587270E+00  -0.110010E+01   0.397067E+05   0.231968E+01
  3252   0.137493E+02   0.584543E+00  -0.110099E+01   0.396828E+05   0.231715E+01
  3253   0.137401E+02   0.581793E+00  -0.110175E+01   0.396590E+05   0.231477E+01
  3254   0.137310E+02   0.579020E+00  -0.110237E+01   0.396351E+05   0.231253E+01
  3255   0.137218E+02   0.576227E+00  -0.110284E+01   0.396113E+05   0.231043E+01
  3256   0.137126E+02   0.573413E+00  -0.110318E+01   0.395875E+05   0.230846E+01
  3257   0.137034E+02   0.570580E+00  -0.110338E+01   0.395637E+05   0.230662E+01
  3258   0.136943E+02   0.567727E+00  -0.110343E+01   0.395400E+05   0.230489E+01
  3259   0.136851E+02   0.564857E+00  -0.110335E+01   0.395162E+05   0.230327E+01
  3260   0.136758E+02   0.561969E+00  -0.110312E+01   0.394925E+05   0.230175E+01
  3261   0.136665E+02   0.559065E+00  -0.110276E+01   0.394688E+05   0.230032E+01
  3262   0.136572E+02   0.556144E+00  -0.110225E+01   0.394451E+05   0.229899E+01
  3263   0.136477E+02   0.553209E+00  -0.110160E+01   0.394215E+05   0.229773E+01
  3264   0.136383E+02   0.550259E+00  -0.110080E+01   0.393978E+05   0.229656E+01
  3265   0.136287E+02   0.547294E+00  -0.109987E+01   0.393742E+05   0.229545E+01
  3266   0.136190E+02   0.544318E+00  -0.109880E+01   0.393506E+05   0.229440E+01
  3267   0.136093E+02   0.541328E+00  -0.109758E+01   0.393270E+05   0.229341E+01
  3268   0.135994E+02   0.538327E+00  -0.109623E+01   0.393034E+05   0.229246E+01
  3269   0.135895E+02   0.535316E+00  -0.109473E+01   0.392799E+05   0.229156E+01
  3270   0.135793E+02   0.532296E+00  -0.109310E+01   0.392563E+05   0.229069E+01
  3271   0.135691E+02   0.529267E+00  -0.109133E+01   0.392328E+05   0.228985E+01
  3272   0.135588E+02   0.526230E+00  -0.108941E+01   0.392093E+05   0.228903E+01
  3273   0.135483E+02   0.523187E+00  -0.108737E+01   0.391859E+05   0.228822E+01
  3274   0.135377E+02   0.520138E+00  -0.108519E+01   0.391624E+05   0.228742E+01
  3275   0.135269E+02   0.517083E+00  -0.108287E+01   0.391390E+05   0.228663E+01
  3276   0.135159E+02   0.514025E+00  -0.108043E+01   0.391155E+05   0.228582E+01
  3277   0.135048E+02   0.510962E+00  -0.107784E+01   0.390921E+05   0.228500E+01
  3278   0.134935E+02   0.507896E+00  -0.107513E+01   0.390687E+05   0.228417E+01
  3279   0.134821E+02   0.504828E+00  -0.107228E+01   0.390454E+05   0.228330E+01
  3280   0.134704E+02   0.501758E+00  -0.106930E+01   0.390220E+05   0.228240E+01
  3281   0.134586E+02   0.498689E+00  -0.106620E+01   0.389987E+05   0.228146E+01
  3282   0.134465E+02   0.495618E+00  -0.106296E+01   0.389754E+05   0.228048E+01
  3283   0.134342E+02   0.492549E+00  -0.105960E+01   0.389521E+05   0.227944E+01
  3284   0.134217E+02   0.489482E+00  -0.105611E+01   0.389288E+05   0.227834E+01
  3285   0.134090E+02   0.486417E+00  -0.105250E+01   0.389055E+05   0.227717E+01
  3286   0.133961E+02   0.483356E+00  -0.104876E+01   0.388823E+05   0.227593E+01
  3287   0.133830E+02   0.480299E+00  -0.104491E+01   0.388591E+05   0.227461E+01
  3288   0.133696E+02   0.477248E+00  -0.104093E+01   0.388359E+05   0.227320E+01
  3289   0.133560E+02   0.474202E+00  -0.103684E+01   0.388127E+05   0.227169E+01
  3290   0.133421E+02   0.471162E+00  -0.103263E+01   0.387895E+05   0.227009E+01
  3291   0.133280E+02   0.468130E+00  -0.102830E+01   0.387664E+05   0.226837E+01
  3292   0.133136E+02   0.465105E+00  -0.102386E+01   0.387432E+05   0.226654E+01
  3293   0.132989E+02   0.462089E+00  -0.101931E+01   0.387201E+05   0.226459E+01
  3294   0.132840E+02   0.459083E+00  -0.101464E+01   0.386970E+05   0.226251E+01
  3295   0.132688E+02   0.456086E+00  -0.100987E+01   0.386740E+05   0.226029E+01
  3296   0.132533E+02   0.453100E+00  -0.100498E+01   0.386509E+05   0.225794E+01
  3297   0.132375E+02   0.450126E+00  -0.999997E+00   0.386279E+05   0.225543E+01
  3298   0.132215E+02   0.447164E+00  -0.994906E+00   0.386048E+05   0.225277E+01
