#    L    TT             EE             BB             TE             PP             TP             EP          
  2844   0.315806E+02   0.154250E+01   0.349079E-04  -0.884663E+00   0.109927E-08   0.152361E-06   0.104820E-07
  2845   0.314570E+02   0.154529E+01   0.348544E-04  -0.899628E+00   0.109854E-08   0.151806E-06   0.104849E-07
  2846   0.313349E+02   0.154798E+01   0.348008E-04  -0.914829E+00   0.109782E-08   0.151256E-06   0.104866E-07
  2847   0.312148E+02   0.155057E+01   0.347471E-04  -0.930273E+00   0.109710E-08   0.150712E-06   0.104872E-07
  2848   0.310963E+02   0.155306E+01   0.346933E-04  -0.945946E+00   0.109638E-08   0.150174E-06   0.104868E-07
  2849   0.309795E+02   0.155544E+01   0.346394E-04  -0.961831E+00   0.109566E-08   0.149641E-06   0.104852E-07
  2850   0.308645E+02   0.155772E+01   0.345854E-04  -0.977931E+00   0.109494E-08   0.149115E-06   0.104825E-07
  2851   0.307512E+02   0.155988E+01   0.345314E-04  -0.994229E+00   0.109422E-08   0.148595E-06   0.104788E-07
  2852   0.306397E+02   0.156193E+01   0.344773E-04  -0.101072E+01   0.109350E-08   0.148081E-06   0.104740E-07
  2853   0.305300E+02   0.156388E+01   0.344231E-04  -0.102740E+01   0.109278E-08   0.147573E-06   0.104681E-07
  2854   0.304219E+02   0.156571E+01   0.343688E-04  -0.104425E+01   0.109206E-08   0.147070E-06   0.104611E-07
  2855   0.303156E+02   0.156742E+01   0.343144E-04  -0.106126E+01   0.109134E-08   0.146574E-06   0.104531E-07
  2856   0.302110E+02   0.156901E+01   0.342600E-04  -0.107843E+01   0.109063E-08   0.146083E-06   0.104441E-07
  2857   0.301082E+02   0.157050E+01   0.342056E-04  -0.109574E+01   0.108991E-08   0.145598E-06   0.104340E-07
  2858   0.300071E+02   0.157186E+01   0.341511E-04  -0.111319E+01   0.108920E-08   0.145118E-06   0.104228E-07
  2859   0.299077E+02   0.157310E+01   0.340965E-04  -0.113077E+01   0.108848E-08   0.144643E-06   0.104106E-07
  2860   0.298101E+02   0.157422E+01   0.340420E-04  -0.114847E+01   0.108777E-08   0.144173E-06   0.103974E-07
  2861   0.297142E+02   0.157522E+01   0.339874E-04  -0.116628E+01   0.108706E-08   0.143708E-06   0.103832E-07
  2862   0.296201E+02   0.157609E+01   0.339327E-04  -0.118419E+01   0.108634E-08   0.143248E-06   0.103679E-07
  2863   0.295276E+02   0.157685E+01   0.338781E-04  -0.120219E+01   0.108563E-08   0.142793E-06   0.103517E-07
  2864   0.294368E+02   0.157748E+01   0.338234E-04  -0.122028E+01   0.108492E-08   0.142342E-06   0.103345E-07
  2865   0.293477E+02   0.157798E+01   0.337688E-04  -0.123843E+01   0.108421E-08   0.141895E-06   0.103162E-07
  2866   0.292603E+02   0.157836E+01   0.337141E-04  -0.125666E+01   0.108350E-08   0.141453E-06   0.102970E-07
  2867   0.291747E+02   0.157860E+01   0.336595E-04  -0.127494E+01   0.108279E-08   0.141015E-06   0.102768E-07
  2868   0.290906E+02   0.157873E+01   0.336049E-04  -0.129326E+01   0.108208E-08   0.140580E-06   0.102557E-07
  2869   0.290082E+02   0.157872E+01   0.335503E-04  -0.131163E+01   0.108138E-08   0.140150E-06   0.102335E-07
  2870   0.289276E+02   0.157858E+01   0.334957E-04  -0.133001E+01   0.108067E-08   0.139723E-06   0.102105E-07
  2871   0.288484E+02   0.157832E+01   0.334411E-04  -0.134843E+01   0.107996E-08   0.139300E-06   0.101864E-07
  2872   0.287710E+02   0.157793E+01   0.333866E-04  -0.136685E+01   0.107926E-08   0.138880E-06   0.101614E-07
  2873   0.286952E+02   0.157741E+01   0.333322E-04  -0.138528E+01   0.107855E-08   0.138464E-06   0.101355E-07
  2874   0.286211E+02   0.157676E+01   0.332778E-04  -0.140370E+01   0.107785E-08   0.138051E-06   0.101087E-07
  2875   0.285485E+02   0.157599E+01   0.332234E-04  -0.142210E+01   0.107714E-08   0.137640E-06   0.100809E-07
  2876   0.284775E+02   0.157509E+01   0.331691E-04  -0.144048E+01   0.107644E-08   0.137233E-06   0.100522E-07
  2877   0.284081E+02   0.157405E+01   0.331149E-04  -0.145883E+01   0.107574E-08   0.136828E-06   0.100226E-07
  2878   0.283403E+02   0.157290E+01   0.330608E-04  -0.147714E+01   0.107503E-08   0.136426E-06   0.999215E-08
  2879   0.282740E+02   0.157161E+01   0.330067E-04  -0.149540E+01   0.107433E-08   0.136026E-06   0.996075E-08
  2880   0.282092E+02   0.157019E+01   0.329528E-04  -0.151360E+01   0.107363E-08   0.135629E-06   0.992848E-08
  2881   0.281461E+02   0.156865E+01   0.328989E-04  -0.153174E+01   0.107293E-08   0.135234E-06   0.989531E-08
  2882   0.280843E+02   0.156697E+01   0.328451E-04  -0.154980E+01   0.107223E-08   0.134841E-06   0.986128E-08
  2883   0.280241E+02   0.156517E+01   0.327915E-04  -0.156779E+01   0.107153E-08   0.134450E-06   0.982637E-08
  2884   0.279653E+02   0.156324E+01   0.327379E-04  -0.158568E+01   0.107083E-08   0.134061E-06   0.979060E-08
  2885   0.279080E+02   0.156119E+01   0.326845E-04  -0.160348E+01   0.107014E-08   0.133673E-06   0.975398E-08
  2886   0.278522E+02   0.155901E+01   0.326312E-04  -0.162117E+01   0.106944E-08   0.133287E-06   0.971651E-08
  2887   0.277977E+02   0.155670E+01   0.325781E-04  -0.163874E+01   0.106874E-08   0.132902E-06   0.967820E-08
  2888   0.277447E+02   0.155426E+01   0.325250E-04  -0.165620E+01   0.106805E-08   0.132519E-06   0.963905E-08
  2889   0.276930E+02   0.155171E+01   0.324722E-04  -0.167352E+01   0.106735E-08   0.132137E-06   0.959907E-08
  2890   0.276428E+02   0.154902E+01   0.324194E-04  -0.169072E+01   0.106666E-08   0.131755E-06   0.955828E-08
  2891   0.275939E+02   0.154621E+01   0.323668E-04  -0.170776E+01   0.106596E-08   0.131375E-06   0.951667E-08
  2892   0.275463E+02   0.154329E+01   0.323144E-04  -0.172466E+01   0.106527E-08   0.130995E-06   0.947425E-08
  2893   0.275000E+02   0.154024E+01   0.322622E-04  -0.174140E+01   0.106458E-08   0.130616E-06   0.943103E-08
  2894   0.274551E+02   0.153707E+01   0.322101E-04  -0.175798E+01   0.106388E-08   0.130237E-06   0.938702E-08
  2895   0.274114E+02   0.153377E+01   0.321583E-04  -0.177439E+01   0.106319E-08   0.129859E-06   0.934222E-08
  2896   0.273690E+02   0.153036E+01   0.321066E-04  -0.179061E+01   0.106250E-08   0.129480E-06   0.929664E-08
  2897   0.273278E+02   0.152683E+01   0.320551E-04  -0.180665E+01   0.106181E-08   0.129102E-06   0.925029E-08
  2898   0.272879E+02   0.152319E+01   0.320038E-04  -0.182250E+01   0.106112E-08   0.128724E-06   0.920317E-08
  2899   0.272491E+02   0.151942E+01   0.319527E-04  -0.183815E+01   0.106043E-08   0.128345E-06   0.915529E-08
  2900   0.272115E+02   0.151554E+01   0.319018E-04  -0.185359E+01   0.105974E-08   0.127966E-06   0.910666E-08
  2901   0.271751E+02   0.151154E+01   0.318511E-04  -0.186883E+01   0.105906E-08   0.127586E-06   0.905728E-08
  2902   0.271398E+02   0.150743E+01   0.318007E-04  -0.188384E+01   0.105837E-08   0.127207E-06   0.900717E-08
  2903   0.271055E+02   0.150321E+01   0.317504E-04  -0.189863E+01   0.105768E-08   0.126827E-06   0.895633E-08
  2904   0.270724E+02   0.149887E+01   0.317004E-04  -0.191320E+01   0.105700E-08   0.126448E-06   0.890478E-08
  2905   0.270404E+02   0.149442E+01   0.316506E-04  -0.192752E+01   0.105631E-08   0.126069E-06   0.885252E-08
  2906   0.270094E+02   0.148986E+01   0.316010E-04  -0.194161E+01   0.105563E-08   0.125691E-06   0.879956E-08
  2907   0.269794E+02   0.148520E+01   0.315516E-04  -0.195545E+01   0.105494E-08   0.125314E-06   0.874592E-08
  2908   0.269504E+02   0.148043E+01   0.315024E-04  -0.196904E+01   0.105426E-08   0.124939E-06   0.869161E-08
  2909   0.269224E+02   0.147556E+01   0.314535E-04  -0.198238E+01   0.105358E-08   0.124565E-06   0.863663E-08
  2910   0.268953E+02   0.147057E+01   0.314047E-04  -0.199546E+01   0.105289E-08   0.124194E-06   0.858099E-08
  2911   0.268692E+02   0.146550E+01   0.313561E-04  -0.200827E+01   0.105221E-08   0.123824E-06   0.852471E-08
  2912   0.268440E+02   0.146032E+01   0.313077E-04  -0.202080E+01   0.105153E-08   0.123457E-06   0.846780E-08
  2913   0.268197E+02   0.145504E+01   0.312595E-04  -0.203306E+01   0.105085E-08   0.123093E-06   0.841027E-08
  2914   0.267962E+02   0.144966E+01   0.312116E-04  -0.204504E+01   0.105017E-08   0.122732E-06   0.835212E-08
  2915   0.267736E+02   0.144419E+01   0.311638E-04  -0.205674E+01   0.104949E-08   0.122375E-06   0.829336E-08
  2916   0.267517E+02   0.143862E+01   0.311162E-04  -0.206815E+01   0.104881E-08   0.122021E-06   0.823402E-08
  2917   0.267307E+02   0.143296E+01   0.310688E-04  -0.207926E+01   0.104813E-08   0.121670E-06   0.817409E-08
  2918   0.267105E+02   0.142721E+01   0.310215E-04  -0.209007E+01   0.104746E-08   0.121324E-06   0.811359E-08
  2919   0.266910E+02   0.142137E+01   0.309745E-04  -0.210059E+01   0.104678E-08   0.120983E-06   0.805252E-08
  2920   0.266722E+02   0.141544E+01   0.309276E-04  -0.211081E+01   0.104610E-08   0.120646E-06   0.799091E-08
  2921   0.266541E+02   0.140942E+01   0.308810E-04  -0.212072E+01   0.104543E-08   0.120314E-06   0.792875E-08
  2922   0.266366E+02   0.140331E+01   0.308345E-04  -0.213032E+01   0.104475E-08   0.119988E-06   0.786606E-08
  2923   0.266198E+02   0.139713E+01   0.307882E-04  -0.213960E+01   0.104408E-08   0.119667E-06   0.780284E-08
  2924   0.266036E+02   0.139087E+01   0.307420E-04  -0.214857E+01   0.104340E-08   0.119352E-06   0.773912E-08
  2925   0.265880E+02   0.138453E+01   0.306961E-04  -0.215723E+01   0.104273E-08   0.119043E-06   0.767490E-08
  2926   0.265730E+02   0.137810E+01   0.306503E-04  -0.216556E+01   0.104206E-08   0.118740E-06   0.761018E-08
  2927   0.265585E+02   0.137161E+01   0.306047E-04  -0.217356E+01   0.104139E-08   0.118444E-06   0.754498E-08
  2928   0.265446E+02   0.136504E+01   0.305592E-04  -0.218125E+01   0.104071E-08   0.118155E-06   0.747931E-08
  2929   0.265311E+02   0.135840E+01   0.305139E-04  -0.218860E+01   0.104004E-08   0.117873E-06   0.741318E-08
  2930   0.265181E+02   0.135169E+01   0.304688E-04  -0.219562E+01   0.103937E-08   0.117599E-06   0.734661E-08
  2931   0.265056E+02   0.134490E+01   0.304239E-04  -0.220231E+01   0.103870E-08   0.117332E-06   0.727959E-08
  2932   0.264935E+02   0.133806E+01   0.303791E-04  -0.220866E+01   0.103803E-08   0.117074E-06   0.721214E-08
  2933   0.264817E+02   0.133115E+01   0.303344E-04  -0.221468E+01   0.103737E-08   0.116823E-06   0.714427E-08
  2934   0.264705E+02   0.132418E+01   0.302900E-04  -0.222036E+01   0.103670E-08   0.116582E-06   0.707599E-08
  2935   0.264595E+02   0.131715E+01   0.302457E-04  -0.222570E+01   0.103603E-08   0.116349E-06   0.700731E-08
  2936   0.264488E+02   0.131007E+01   0.302015E-04  -0.223071E+01   0.103536E-08   0.116125E-06   0.693825E-08
  2937   0.264385E+02   0.130294E+01   0.301575E-04  -0.223538E+01   0.103470E-08   0.115911E-06   0.686880E-08
  2938   0.264284E+02   0.129575E+01   0.301136E-04  -0.223970E+01   0.103403E-08   0.115706E-06   0.679899E-08
  2939   0.264186E+02   0.128850E+01   0.300699E-04  -0.224369E+01   0.103337E-08   0.115512E-06   0.672881E-08
  2940   0.264091E+02   0.128122E+01   0.300264E-04  -0.224733E+01   0.103270E-08   0.115327E-06   0.665829E-08
  2941   0.263997E+02   0.127388E+01   0.299830E-04  -0.225063E+01   0.103204E-08   0.115154E-06   0.658743E-08
  2942   0.263905E+02   0.126650E+01   0.299397E-04  -0.225358E+01   0.103138E-08   0.114991E-06   0.651625E-08
  2943   0.263816E+02   0.125909E+01   0.298966E-04  -0.225620E+01   0.103071E-08   0.114839E-06   0.644474E-08
  2944   0.263727E+02   0.125163E+01   0.298536E-04  -0.225847E+01   0.103005E-08   0.114698E-06   0.637293E-08
  2945   0.263640E+02   0.124413E+01   0.298107E-04  -0.226040E+01   0.102939E-08   0.114569E-06   0.630082E-08
  2946   0.263554E+02   0.123660E+01   0.297680E-04  -0.226197E+01   0.102873E-08   0.114452E-06   0.622842E-08
  2947   0.263468E+02   0.122904E+01   0.297255E-04  -0.226321E+01   0.102807E-08   0.114347E-06   0.615575E-08
  2948   0.263383E+02   0.122145E+01   0.296830E-04  -0.226411E+01   0.102741E-08   0.114254E-06   0.608281E-08
  2949   0.263299E+02   0.121382E+01   0.296407E-04  -0.226466E+01   0.102675E-08   0.114175E-06   0.600961E-08
  2950   0.263214E+02   0.120617E+01   0.295985E-04  -0.226488E+01   0.102609E-08   0.114108E-06   0.593617E-08
  2951   0.263130E+02   0.119850E+01   0.295565E-04  -0.226476E+01   0.102543E-08   0.114054E-06   0.586249E-08
  2952   0.263044E+02   0.119080E+01   0.295145E-04  -0.226429E+01   0.102478E-08   0.114014E-06   0.578858E-08
  2953   0.262959E+02   0.118308E+01   0.294727E-04  -0.226349E+01   0.102412E-08   0.113985E-06   0.571445E-08
  2954   0.262873E+02   0.117534E+01   0.294310E-04  -0.226235E+01   0.102346E-08   0.113969E-06   0.564011E-08
  2955   0.262785E+02   0.116758E+01   0.293895E-04  -0.226087E+01   0.102281E-08   0.113964E-06   0.556557E-08
  2956   0.262697E+02   0.115982E+01   0.293480E-04  -0.225906E+01   0.102215E-08   0.113970E-06   0.549083E-08
  2957   0.262607E+02   0.115204E+01   0.293067E-04  -0.225691E+01   0.102150E-08   0.113986E-06   0.541591E-08
  2958   0.262516E+02   0.114425E+01   0.292654E-04  -0.225443E+01   0.102084E-08   0.114013E-06   0.534080E-08
  2959   0.262422E+02   0.113645E+01   0.292243E-04  -0.225162E+01   0.102019E-08   0.114049E-06   0.526553E-08
  2960   0.262327E+02   0.112864E+01   0.291833E-04  -0.224849E+01   0.101954E-08   0.114094E-06   0.519009E-08
  2961   0.262229E+02   0.112084E+01   0.291424E-04  -0.224502E+01   0.101888E-08   0.114149E-06   0.511450E-08
  2962   0.262130E+02   0.111303E+01   0.291015E-04  -0.224124E+01   0.101823E-08   0.114211E-06   0.503876E-08
  2963   0.262027E+02   0.110522E+01   0.290608E-04  -0.223713E+01   0.101758E-08   0.114281E-06   0.496288E-08
  2964   0.261922E+02   0.109741E+01   0.290202E-04  -0.223270E+01   0.101693E-08   0.114359E-06   0.488687E-08
  2965   0.261814E+02   0.108961E+01   0.289797E-04  -0.222796E+01   0.101628E-08   0.114443E-06   0.481074E-08
  2966   0.261703E+02   0.108181E+01   0.289392E-04  -0.222291E+01   0.101563E-08   0.114534E-06   0.473450E-08
  2967   0.261589E+02   0.107403E+01   0.288989E-04  -0.221755E+01   0.101498E-08   0.114632E-06   0.465815E-08
  2968   0.261471E+02   0.106626E+01   0.288586E-04  -0.221188E+01   0.101433E-08   0.114734E-06   0.458171E-08
  2969   0.261350E+02   0.105849E+01   0.288184E-04  -0.220590E+01   0.101369E-08   0.114842E-06   0.450517E-08
  2970   0.261225E+02   0.105075E+01   0.287783E-04  -0.219963E+01   0.101304E-08   0.114954E-06   0.442855E-08
  2971   0.261097E+02   0.104301E+01   0.287383E-04  -0.219305E+01   0.101239E-08   0.115071E-06   0.435186E-08
  2972   0.260963E+02   0.103530E+01   0.286983E-04  -0.218619E+01   0.101175E-08   0.115191E-06   0.427511E-08
  2973   0.260826E+02   0.102761E+01   0.286584E-04  -0.217904E+01   0.101110E-08   0.115314E-06   0.419830E-08
  2974   0.260685E+02   0.101994E+01   0.286186E-04  -0.217159E+01   0.101046E-08   0.115441E-06   0.412144E-08
  2975   0.260539E+02   0.101230E+01   0.285789E-04  -0.216386E+01   0.100981E-08   0.115569E-06   0.404454E-08
  2976   0.260388E+02   0.100468E+01   0.285392E-04  -0.215586E+01   0.100917E-08   0.115700E-06   0.396760E-08
  2977   0.260233E+02   0.997090E+00   0.284996E-04  -0.214758E+01   0.100853E-08   0.115832E-06   0.389064E-08
  2978   0.260072E+02   0.989528E+00   0.284600E-04  -0.213902E+01   0.100788E-08   0.115965E-06   0.381367E-08
  2979   0.259907E+02   0.981996E+00   0.284205E-04  -0.213021E+01   0.100724E-08   0.116099E-06   0.373669E-08
  2980   0.259736E+02   0.974501E+00   0.283811E-04  -0.212112E+01   0.100660E-08   0.116233E-06   0.365971E-08
  2981   0.259561E+02   0.967044E+00   0.283417E-04  -0.211178E+01   0.100596E-08   0.116366E-06   0.358274E-08
  2982   0.259380E+02   0.959625E+00   0.283024E-04  -0.210219E+01   0.100532E-08   0.116499E-06   0.350578E-08
  2983   0.259193E+02   0.952243E+00   0.282631E-04  -0.209235E+01   0.100468E-08   0.116630E-06   0.342885E-08
  2984   0.259001E+02   0.944898E+00   0.282238E-04  -0.208226E+01   0.100404E-08   0.116760E-06   0.335195E-08
  2985   0.258803E+02   0.937599E+00   0.281846E-04  -0.207194E+01   0.100340E-08   0.116887E-06   0.327509E-08
  2986   0.258599E+02   0.930344E+00   0.281455E-04  -0.206138E+01   0.100276E-08   0.117012E-06   0.319828E-08
  2987   0.258389E+02   0.923134E+00   0.281063E-04  -0.205058E+01   0.100213E-08   0.117134E-06   0.312153E-08
  2988   0.258174E+02   0.915977E+00   0.280673E-04  -0.203957E+01   0.100149E-08   0.117252E-06   0.304485E-08
  2989   0.257952E+02   0.908864E+00   0.280282E-04  -0.202833E+01   0.100085E-08   0.117366E-06   0.296823E-08
  2990   0.257723E+02   0.901804E+00   0.279892E-04  -0.201687E+01   0.100022E-08   0.117476E-06   0.289171E-08
  2991   0.257489E+02   0.894789E+00   0.279502E-04  -0.200520E+01   0.999580E-09   0.117581E-06   0.281526E-08
  2992   0.257248E+02   0.887833E+00   0.279112E-04  -0.199332E+01   0.998945E-09   0.117680E-06   0.273892E-08
  2993   0.257001E+02   0.880930E+00   0.278723E-04  -0.198124E+01   0.998311E-09   0.117774E-06   0.266269E-08
  2994   0.256746E+02   0.874086E+00   0.278333E-04  -0.196896E+01   0.997677E-09   0.117861E-06   0.258656E-08
  2995   0.256485E+02   0.867302E+00   0.277944E-04  -0.195649E+01   0.997044E-09   0.117942E-06   0.251057E-08
  2996   0.256218E+02   0.860570E+00   0.277555E-04  -0.194384E+01   0.996412E-09   0.118016E-06   0.243470E-08
  2997   0.255944E+02   0.853906E+00   0.277167E-04  -0.193100E+01   0.995779E-09   0.118082E-06   0.235897E-08
  2998   0.255662E+02   0.847301E+00   0.276778E-04  -0.191799E+01   0.995148E-09   0.118139E-06   0.228338E-08
  2999   0.255375E+02   0.840763E+00   0.276389E-04  -0.190482E+01   0.994517E-09   0.118189E-06   0.220796E-08
  3000   0.255080E+02   0.834286E+00   0.276001E-04  -0.189147E+01   0.993886E-09   0.118229E-06   0.213269E-08
  3001   0.254778E+02   0.827882E+00   0.275612E-04  -0.187797E+01   0.993256E-09   0.118260E-06   0.205760E-08
  3002   0.254469E+02   0.821539E+00   0.275224E-04  -0.186432E+01   0.992627E-09   0.118282E-06   0.198268E-08
  3003   0.254154E+02   0.815269E+00   0.274835E-04  -0.185052E+01   0.991998E-09   0.118296E-06   0.190795E-08
  3004   0.253831E+02   0.809067E+00   0.274447E-04  -0.183657E+01   0.991370E-09   0.118303E-06   0.183341E-08
  3005   0.253501E+02   0.802940E+00   0.274059E-04  -0.182250E+01   0.990742E-09   0.118302E-06   0.175907E-08
  3006   0.253164E+02   0.796880E+00   0.273670E-04  -0.180828E+01   0.990115E-09   0.118295E-06   0.168493E-08
  3007   0.252819E+02   0.790901E+00   0.273282E-04  -0.179395E+01   0.989488E-09   0.118282E-06   0.161099E-08
  3008   0.252468E+02   0.784990E+00   0.272894E-04  -0.177950E+01   0.988862E-09   0.118263E-06   0.153727E-08
  3009   0.252109E+02   0.779153E+00   0.272506E-04  -0.176492E+01   0.988237E-09   0.118240E-06   0.146378E-08
  3010   0.251742E+02   0.773398E+00   0.272118E-04  -0.175023E+01   0.987612E-09   0.118213E-06   0.139051E-08
  3011   0.251369E+02   0.767718E+00   0.271731E-04  -0.173545E+01   0.986987E-09   0.118183E-06   0.131748E-08
  3012   0.250988E+02   0.762112E+00   0.271343E-04  -0.172056E+01   0.986363E-09   0.118149E-06   0.124468E-08
  3013   0.250600E+02   0.756588E+00   0.270955E-04  -0.170558E+01   0.985740E-09   0.118114E-06   0.117214E-08
  3014   0.250205E+02   0.751145E+00   0.270568E-04  -0.169052E+01   0.985117E-09   0.118076E-06   0.109984E-08
  3015   0.249802E+02   0.745785E+00   0.270181E-04  -0.167537E+01   0.984494E-09   0.118038E-06   0.102781E-08
  3016   0.249391E+02   0.740500E+00   0.269794E-04  -0.166015E+01   0.983872E-09   0.117999E-06   0.956038E-09
  3017   0.248974E+02   0.735300E+00   0.269407E-04  -0.164485E+01   0.983251E-09   0.117960E-06   0.884540E-09
  3018   0.248549E+02   0.730182E+00   0.269020E-04  -0.162949E+01   0.982630E-09   0.117922E-06   0.813321E-09
  3019   0.248117E+02   0.725147E+00   0.268633E-04  -0.161407E+01   0.982010E-09   0.117885E-06   0.742386E-09
  3020   0.247678E+02   0.720196E+00   0.268247E-04  -0.159859E+01   0.981390E-09   0.117850E-06   0.671741E-09
  3021   0.247231E+02   0.715329E+00   0.267861E-04  -0.158307E+01   0.980771E-09   0.117817E-06   0.601393E-09
  3022   0.246776E+02   0.710548E+00   0.267474E-04  -0.156751E+01   0.980153E-09   0.117788E-06   0.531348E-09
  3023   0.246315E+02   0.705852E+00   0.267089E-04  -0.155190E+01   0.979534E-09   0.117762E-06   0.461613E-09
  3024   0.245847E+02   0.701241E+00   0.266703E-04  -0.153626E+01   0.978917E-09   0.117741E-06   0.392193E-09
  3025   0.245371E+02   0.696718E+00   0.266317E-04  -0.152060E+01   0.978300E-09   0.117724E-06   0.323096E-09
  3026   0.244889E+02   0.692281E+00   0.265932E-04  -0.150492E+01   0.977683E-09   0.117713E-06   0.254326E-09
  3027   0.244399E+02   0.687931E+00   0.265547E-04  -0.148923E+01   0.977067E-09   0.117708E-06   0.185891E-09
  3028   0.243902E+02   0.683669E+00   0.265162E-04  -0.147353E+01   0.976452E-09   0.117710E-06   0.117796E-09
  3029   0.243399E+02   0.679495E+00   0.264778E-04  -0.145782E+01   0.975837E-09   0.117719E-06   0.500491E-10
  3030   0.242888E+02   0.675411E+00   0.264394E-04  -0.144212E+01   0.975223E-09   0.117736E-06  -0.173451E-10
  3031   0.242372E+02   0.671414E+00   0.264010E-04  -0.142643E+01   0.974609E-09   0.117761E-06  -0.843796E-10
  3032   0.241848E+02   0.667506E+00   0.263626E-04  -0.141074E+01   0.973995E-09   0.117795E-06  -0.151048E-09
  3033   0.241317E+02   0.663686E+00   0.263242E-04  -0.139508E+01   0.973382E-09   0.117839E-06  -0.217345E-09
  3034   0.240781E+02   0.659956E+00   0.262859E-04  -0.137944E+01   0.972770E-09   0.117893E-06  -0.283263E-09
  3035   0.240237E+02   0.656314E+00   0.262476E-04  -0.136383E+01   0.972158E-09   0.117958E-06  -0.348797E-09
  3036   0.239687E+02   0.652762E+00   0.262094E-04  -0.134826E+01   0.971547E-09   0.118035E-06  -0.413940E-09
  3037   0.239131E+02   0.649299E+00   0.261711E-04  -0.133272E+01   0.970936E-09   0.118123E-06  -0.478685E-09
  3038   0.238569E+02   0.645925E+00   0.261329E-04  -0.131724E+01   0.970326E-09   0.118224E-06  -0.543028E-09
  3039   0.238000E+02   0.642640E+00   0.260948E-04  -0.130179E+01   0.969716E-09   0.118339E-06  -0.606960E-09
  3040   0.237425E+02   0.639444E+00   0.260566E-04  -0.128640E+01   0.969107E-09   0.118467E-06  -0.670477E-09
  3041   0.236844E+02   0.636337E+00   0.260185E-04  -0.127108E+01   0.968498E-09   0.118610E-06  -0.733571E-09
  3042   0.236257E+02   0.633319E+00   0.259804E-04  -0.125582E+01   0.967890E-09   0.118767E-06  -0.796237E-09
  3043   0.235664E+02   0.630390E+00   0.259424E-04  -0.124063E+01   0.967283E-09   0.118940E-06  -0.858468E-09
  3044   0.235065E+02   0.627549E+00   0.259044E-04  -0.122551E+01   0.966675E-09   0.119130E-06  -0.920257E-09
  3045   0.234462E+02   0.624797E+00   0.258664E-04  -0.121048E+01   0.966069E-09   0.119336E-06  -0.981600E-09
  3046   0.233852E+02   0.622132E+00   0.258285E-04  -0.119552E+01   0.965463E-09   0.119560E-06  -0.104249E-08
  3047   0.233236E+02   0.619555E+00   0.257906E-04  -0.118065E+01   0.964857E-09   0.119802E-06  -0.110292E-08
  3048   0.232615E+02   0.617066E+00   0.257528E-04  -0.116589E+01   0.964252E-09   0.120062E-06  -0.116288E-08
  3049   0.231989E+02   0.614664E+00   0.257150E-04  -0.115121E+01   0.963647E-09   0.120341E-06  -0.122237E-08
  3050   0.231358E+02   0.612349E+00   0.256772E-04  -0.113664E+01   0.963043E-09   0.120641E-06  -0.128138E-08
  3051   0.230721E+02   0.610121E+00   0.256395E-04  -0.112217E+01   0.962440E-09   0.120960E-06  -0.133991E-08
  3052   0.230080E+02   0.607978E+00   0.256018E-04  -0.110782E+01   0.961837E-09   0.121299E-06  -0.139795E-08
  3053   0.229433E+02   0.605920E+00   0.255641E-04  -0.109358E+01   0.961234E-09   0.121657E-06  -0.145550E-08
  3054   0.228782E+02   0.603948E+00   0.255265E-04  -0.107946E+01   0.960632E-09   0.122032E-06  -0.151256E-08
  3055   0.228126E+02   0.602060E+00   0.254890E-04  -0.106547E+01   0.960031E-09   0.122423E-06  -0.156913E-08
  3056   0.227466E+02   0.600256E+00   0.254515E-04  -0.105159E+01   0.959430E-09   0.122831E-06  -0.162519E-08
  3057   0.226802E+02   0.598536E+00   0.254140E-04  -0.103786E+01   0.958829E-09   0.123253E-06  -0.168076E-08
  3058   0.226134E+02   0.596899E+00   0.253766E-04  -0.102427E+01   0.958229E-09   0.123689E-06  -0.173583E-08
  3059   0.225460E+02   0.595345E+00   0.253392E-04  -0.101081E+01   0.957630E-09   0.124138E-06  -0.179040E-08
  3060   0.224784E+02   0.593871E+00   0.253019E-04  -0.997493E+00   0.957031E-09   0.124599E-06  -0.184446E-08
  3061   0.224103E+02   0.592478E+00   0.252646E-04  -0.984323E+00   0.956432E-09   0.125071E-06  -0.189801E-08
  3062   0.223418E+02   0.591166E+00   0.252274E-04  -0.971309E+00   0.955835E-09   0.125554E-06  -0.195105E-08
  3063   0.222730E+02   0.589933E+00   0.251902E-04  -0.958445E+00   0.955237E-09   0.126045E-06  -0.200358E-08
  3064   0.222038E+02   0.588780E+00   0.251531E-04  -0.945738E+00   0.954640E-09   0.126545E-06  -0.205559E-08
  3065   0.221343E+02   0.587704E+00   0.251160E-04  -0.933195E+00   0.954044E-09   0.127052E-06  -0.210709E-08
  3066   0.220645E+02   0.586705E+00   0.250790E-04  -0.920817E+00   0.953448E-09   0.127566E-06  -0.215806E-08
  3067   0.219942E+02   0.585782E+00   0.250421E-04  -0.908602E+00   0.952852E-09   0.128085E-06  -0.220852E-08
  3068   0.219237E+02   0.584935E+00   0.250052E-04  -0.896559E+00   0.952257E-09   0.128608E-06  -0.225845E-08
  3069   0.218529E+02   0.584162E+00   0.249683E-04  -0.884688E+00   0.951663E-09   0.129136E-06  -0.230786E-08
  3070   0.217819E+02   0.583464E+00   0.249316E-04  -0.872995E+00   0.951069E-09   0.129666E-06  -0.235673E-08
  3071   0.217106E+02   0.582838E+00   0.248948E-04  -0.861481E+00   0.950476E-09   0.130198E-06  -0.240508E-08
