#    L    TT             EE             BB             TE             PP             TP             EP          
  5231   0.110983E+00   0.267483E-02   0.139329E-05  -0.298168E-02   0.295505E-09   0.380735E-07   0.396694E-11
  5232   0.110730E+00   0.266571E-02   0.139117E-05  -0.297092E-02   0.295358E-09   0.379924E-07   0.428812E-11
  5233   0.110475E+00   0.265664E-02   0.138905E-05  -0.296008E-02   0.295210E-09   0.379109E-07   0.460905E-11
  5234   0.110220E+00   0.264764E-02   0.138694E-05  -0.294916E-02   0.295063E-09   0.378290E-07   0.492970E-11
  5235   0.109963E+00   0.263870E-02   0.138483E-05  -0.293818E-02   0.294916E-09   0.377466E-07   0.525009E-11
  5236   0.109707E+00   0.262983E-02   0.138273E-05  -0.292712E-02   0.294768E-09   0.376638E-07   0.557019E-11
  5237   0.109449E+00   0.262100E-02   0.138064E-05  -0.291598E-02   0.294621E-09   0.375806E-07   0.589001E-11
  5238   0.109191E+00   0.261225E-02   0.137855E-05  -0.290478E-02   0.294474E-09   0.374970E-07   0.620953E-11
  5239   0.108932E+00   0.260354E-02   0.137647E-05  -0.289350E-02   0.294327E-09   0.374129E-07   0.652876E-11
  5240   0.108672E+00   0.259490E-02   0.137439E-05  -0.288216E-02   0.294180E-09   0.373285E-07   0.684768E-11
  5241   0.108412E+00   0.258632E-02   0.137232E-05  -0.287075E-02   0.294034E-09   0.372436E-07   0.716629E-11
  5242   0.108152E+00   0.257779E-02   0.137025E-05  -0.285927E-02   0.293887E-09   0.371583E-07   0.748458E-11
  5243   0.107890E+00   0.256933E-02   0.136820E-05  -0.284773E-02   0.293740E-09   0.370727E-07   0.780255E-11
  5244   0.107628E+00   0.256091E-02   0.136614E-05  -0.283611E-02   0.293594E-09   0.369867E-07   0.812019E-11
  5245   0.107366E+00   0.255256E-02   0.136410E-05  -0.282444E-02   0.293447E-09   0.369002E-07   0.843749E-11
  5246   0.107102E+00   0.254427E-02   0.136206E-05  -0.281270E-02   0.293301E-09   0.368134E-07   0.875444E-11
  5247   0.106839E+00   0.253603E-02   0.136002E-05  -0.280090E-02   0.293154E-09   0.367263E-07   0.907105E-11
  5248   0.106574E+00   0.252785E-02   0.135800E-05  -0.278904E-02   0.293008E-09   0.366387E-07   0.938730E-11
  5249   0.106309E+00   0.251972E-02   0.135597E-05  -0.277712E-02   0.292862E-09   0.365509E-07   0.970318E-11
  5250   0.106045E+00   0.251165E-02   0.135396E-05  -0.276514E-02   0.292716E-09   0.364626E-07   0.100187E-10
  5251   0.105778E+00   0.250363E-02   0.135195E-05  -0.275310E-02   0.292570E-09   0.363740E-07   0.103338E-10
  5252   0.105512E+00   0.249566E-02   0.134994E-05  -0.274101E-02   0.292424E-09   0.362851E-07   0.106486E-10
  5253   0.105246E+00   0.248776E-02   0.134795E-05  -0.272885E-02   0.292278E-09   0.361958E-07   0.109630E-10
  5254   0.104978E+00   0.247990E-02   0.134595E-05  -0.271665E-02   0.292132E-09   0.361062E-07   0.112769E-10
  5255   0.104711E+00   0.247210E-02   0.134397E-05  -0.270439E-02   0.291986E-09   0.360162E-07   0.115905E-10
  5256   0.104442E+00   0.246435E-02   0.134199E-05  -0.269208E-02   0.291841E-09   0.359259E-07   0.119037E-10
  5257   0.104174E+00   0.245666E-02   0.134002E-05  -0.267971E-02   0.291695E-09   0.358353E-07   0.122164E-10
  5258   0.103905E+00   0.244901E-02   0.133805E-05  -0.266729E-02   0.291550E-09   0.357444E-07   0.125287E-10
  5259   0.103635E+00   0.244142E-02   0.133609E-05  -0.265483E-02   0.291404E-09   0.356532E-07   0.128406E-10
  5260   0.103366E+00   0.243388E-02   0.133413E-05  -0.264231E-02   0.291259E-09   0.355617E-07   0.131521E-10
  5261   0.103095E+00   0.242638E-02   0.133218E-05  -0.262975E-02   0.291114E-09   0.354698E-07   0.134631E-10
  5262   0.102825E+00   0.241895E-02   0.133024E-05  -0.261714E-02   0.290968E-09   0.353777E-07   0.137737E-10
  5263   0.102554E+00   0.241156E-02   0.132830E-05  -0.260449E-02   0.290823E-09   0.352853E-07   0.140838E-10
  5264   0.102283E+00   0.240423E-02   0.132637E-05  -0.259178E-02   0.290678E-09   0.351926E-07   0.143935E-10
  5265   0.102011E+00   0.239693E-02   0.132445E-05  -0.257904E-02   0.290533E-09   0.350996E-07   0.147027E-10
  5266   0.101740E+00   0.238970E-02   0.132253E-05  -0.256625E-02   0.290388E-09   0.350064E-07   0.150114E-10
  5267   0.101467E+00   0.238250E-02   0.132062E-05  -0.255342E-02   0.290244E-09   0.349129E-07   0.153197E-10
  5268   0.101195E+00   0.237536E-02   0.131871E-05  -0.254055E-02   0.290099E-09   0.348191E-07   0.156274E-10
  5269   0.100922E+00   0.236827E-02   0.131681E-05  -0.252764E-02   0.289954E-09   0.347251E-07   0.159347E-10
  5270   0.100649E+00   0.236123E-02   0.131492E-05  -0.251469E-02   0.289810E-09   0.346308E-07   0.162415E-10
  5271   0.100376E+00   0.235422E-02   0.131303E-05  -0.250170E-02   0.289665E-09   0.345362E-07   0.165477E-10
  5272   0.100102E+00   0.234727E-02   0.131115E-05  -0.248868E-02   0.289521E-09   0.344414E-07   0.168535E-10
  5273   0.998283E-01   0.234037E-02   0.130927E-05  -0.247562E-02   0.289376E-09   0.343464E-07   0.171587E-10
  5274   0.995545E-01   0.233351E-02   0.130740E-05  -0.246253E-02   0.289232E-09   0.342512E-07   0.174635E-10
  5275   0.992807E-01   0.232670E-02   0.130554E-05  -0.244939E-02   0.289088E-09   0.341557E-07   0.177676E-10
  5276   0.990061E-01   0.231993E-02   0.130368E-05  -0.243623E-02   0.288944E-09   0.340600E-07   0.180713E-10
  5277   0.987315E-01   0.231321E-02   0.130183E-05  -0.242304E-02   0.288800E-09   0.339641E-07   0.183744E-10
  5278   0.984569E-01   0.230654E-02   0.129998E-05  -0.240982E-02   0.288655E-09   0.338679E-07   0.186769E-10
  5279   0.981824E-01   0.229990E-02   0.129814E-05  -0.239656E-02   0.288512E-09   0.337716E-07   0.189789E-10
  5280   0.979078E-01   0.229332E-02   0.129631E-05  -0.238328E-02   0.288368E-09   0.336750E-07   0.192804E-10
  5281   0.976324E-01   0.228677E-02   0.129448E-05  -0.236997E-02   0.288224E-09   0.335783E-07   0.195812E-10
  5282   0.973571E-01   0.228027E-02   0.129266E-05  -0.235663E-02   0.288080E-09   0.334814E-07   0.198815E-10
  5283   0.970817E-01   0.227382E-02   0.129085E-05  -0.234327E-02   0.287937E-09   0.333842E-07   0.201812E-10
  5284   0.968071E-01   0.226739E-02   0.128904E-05  -0.232988E-02   0.287793E-09   0.332869E-07   0.204803E-10
  5285   0.965310E-01   0.226103E-02   0.128724E-05  -0.231647E-02   0.287650E-09   0.331895E-07   0.207789E-10
  5286   0.962556E-01   0.225470E-02   0.128544E-05  -0.230303E-02   0.287506E-09   0.330918E-07   0.210768E-10
  5287   0.959803E-01   0.224840E-02   0.128365E-05  -0.228958E-02   0.287363E-09   0.329940E-07   0.213741E-10
  5288   0.957049E-01   0.224216E-02   0.128187E-05  -0.227610E-02   0.287220E-09   0.328960E-07   0.216708E-10
  5289   0.954295E-01   0.223595E-02   0.128009E-05  -0.226261E-02   0.287076E-09   0.327979E-07   0.219669E-10
  5290   0.951541E-01   0.222978E-02   0.127832E-05  -0.224909E-02   0.286933E-09   0.326996E-07   0.222623E-10
  5291   0.948780E-01   0.222365E-02   0.127656E-05  -0.223556E-02   0.286790E-09   0.326012E-07   0.225571E-10
  5292   0.946026E-01   0.221756E-02   0.127480E-05  -0.222201E-02   0.286647E-09   0.325026E-07   0.228513E-10
  5293   0.943272E-01   0.221152E-02   0.127305E-05  -0.220845E-02   0.286504E-09   0.324039E-07   0.231448E-10
  5294   0.940518E-01   0.220551E-02   0.127130E-05  -0.219487E-02   0.286362E-09   0.323051E-07   0.234377E-10
  5295   0.937763E-01   0.219954E-02   0.126956E-05  -0.218127E-02   0.286219E-09   0.322061E-07   0.237299E-10
  5296   0.935009E-01   0.219360E-02   0.126782E-05  -0.216767E-02   0.286076E-09   0.321070E-07   0.240215E-10
  5297   0.932255E-01   0.218771E-02   0.126610E-05  -0.215406E-02   0.285934E-09   0.320078E-07   0.243124E-10
  5298   0.929508E-01   0.218186E-02   0.126438E-05  -0.214043E-02   0.285791E-09   0.319085E-07   0.246026E-10
  5299   0.926754E-01   0.217603E-02   0.126266E-05  -0.212679E-02   0.285649E-09   0.318091E-07   0.248921E-10
  5300   0.924007E-01   0.217025E-02   0.126095E-05  -0.211314E-02   0.285506E-09   0.317096E-07   0.251809E-10
  5301   0.921260E-01   0.216450E-02   0.125925E-05  -0.209949E-02   0.285364E-09   0.316100E-07   0.254690E-10
  5302   0.918513E-01   0.215879E-02   0.125755E-05  -0.208583E-02   0.285222E-09   0.315103E-07   0.257564E-10
  5303   0.915766E-01   0.215312E-02   0.125586E-05  -0.207217E-02   0.285080E-09   0.314105E-07   0.260431E-10
  5304   0.913026E-01   0.214747E-02   0.125418E-05  -0.205850E-02   0.284938E-09   0.313107E-07   0.263291E-10
  5305   0.910286E-01   0.214187E-02   0.125250E-05  -0.204482E-02   0.284796E-09   0.312107E-07   0.266144E-10
  5306   0.907546E-01   0.213630E-02   0.125083E-05  -0.203114E-02   0.284654E-09   0.311107E-07   0.268989E-10
  5307   0.904806E-01   0.213076E-02   0.124916E-05  -0.201747E-02   0.284512E-09   0.310107E-07   0.271827E-10
  5308   0.902074E-01   0.212526E-02   0.124750E-05  -0.200379E-02   0.284370E-09   0.309105E-07   0.274658E-10
  5309   0.899341E-01   0.211979E-02   0.124585E-05  -0.199011E-02   0.284228E-09   0.308104E-07   0.277481E-10
  5310   0.896616E-01   0.211435E-02   0.124420E-05  -0.197643E-02   0.284087E-09   0.307101E-07   0.280296E-10
  5311   0.893883E-01   0.210895E-02   0.124256E-05  -0.196276E-02   0.283945E-09   0.306099E-07   0.283104E-10
  5312   0.891158E-01   0.210357E-02   0.124093E-05  -0.194909E-02   0.283804E-09   0.305096E-07   0.285905E-10
  5313   0.888440E-01   0.209823E-02   0.123930E-05  -0.193543E-02   0.283662E-09   0.304092E-07   0.288697E-10
  5314   0.885722E-01   0.209293E-02   0.123768E-05  -0.192177E-02   0.283521E-09   0.303089E-07   0.291482E-10
  5315   0.883004E-01   0.208765E-02   0.123606E-05  -0.190812E-02   0.283380E-09   0.302085E-07   0.294258E-10
  5316   0.880294E-01   0.208240E-02   0.123445E-05  -0.189447E-02   0.283238E-09   0.301081E-07   0.297027E-10
  5317   0.877583E-01   0.207718E-02   0.123285E-05  -0.188084E-02   0.283097E-09   0.300077E-07   0.299788E-10
  5318   0.874880E-01   0.207200E-02   0.123125E-05  -0.186721E-02   0.282956E-09   0.299072E-07   0.302541E-10
  5319   0.872184E-01   0.206684E-02   0.122966E-05  -0.185359E-02   0.282815E-09   0.298068E-07   0.305285E-10
  5320   0.869480E-01   0.206171E-02   0.122808E-05  -0.183998E-02   0.282674E-09   0.297064E-07   0.308021E-10
  5321   0.866791E-01   0.205661E-02   0.122650E-05  -0.182639E-02   0.282533E-09   0.296060E-07   0.310750E-10
  5322   0.864103E-01   0.205154E-02   0.122493E-05  -0.181281E-02   0.282393E-09   0.295056E-07   0.313469E-10
  5323   0.861414E-01   0.204650E-02   0.122336E-05  -0.179925E-02   0.282252E-09   0.294052E-07   0.316181E-10
  5324   0.858733E-01   0.204149E-02   0.122180E-05  -0.178570E-02   0.282111E-09   0.293048E-07   0.318883E-10
  5325   0.856059E-01   0.203650E-02   0.122025E-05  -0.177217E-02   0.281971E-09   0.292045E-07   0.321578E-10
  5326   0.853385E-01   0.203154E-02   0.121871E-05  -0.175866E-02   0.281830E-09   0.291042E-07   0.324264E-10
  5327   0.850718E-01   0.202661E-02   0.121717E-05  -0.174516E-02   0.281690E-09   0.290040E-07   0.326941E-10
  5328   0.848051E-01   0.202170E-02   0.121563E-05  -0.173169E-02   0.281549E-09   0.289037E-07   0.329609E-10
  5329   0.845399E-01   0.201682E-02   0.121410E-05  -0.171823E-02   0.281409E-09   0.288036E-07   0.332269E-10
  5330   0.842747E-01   0.201196E-02   0.121258E-05  -0.170479E-02   0.281269E-09   0.287035E-07   0.334919E-10
  5331   0.840095E-01   0.200714E-02   0.121107E-05  -0.169139E-02   0.281129E-09   0.286034E-07   0.337561E-10
  5332   0.837458E-01   0.200233E-02   0.120956E-05  -0.167800E-02   0.280989E-09   0.285034E-07   0.340194E-10
  5333   0.834821E-01   0.199755E-02   0.120806E-05  -0.166464E-02   0.280849E-09   0.284035E-07   0.342818E-10
  5334   0.832191E-01   0.199279E-02   0.120656E-05  -0.165130E-02   0.280709E-09   0.283037E-07   0.345432E-10
  5335   0.829561E-01   0.198806E-02   0.120507E-05  -0.163799E-02   0.280569E-09   0.282039E-07   0.348038E-10
  5336   0.826946E-01   0.198335E-02   0.120359E-05  -0.162471E-02   0.280429E-09   0.281042E-07   0.350634E-10
  5337   0.824331E-01   0.197866E-02   0.120211E-05  -0.161145E-02   0.280290E-09   0.280046E-07   0.353221E-10
  5338   0.821723E-01   0.197399E-02   0.120064E-05  -0.159823E-02   0.280150E-09   0.279052E-07   0.355799E-10
  5339   0.819123E-01   0.196936E-02   0.119918E-05  -0.158504E-02   0.280010E-09   0.278058E-07   0.358367E-10
  5340   0.816529E-01   0.196473E-02   0.119772E-05  -0.157188E-02   0.279871E-09   0.277065E-07   0.360926E-10
  5341   0.813944E-01   0.196013E-02   0.119627E-05  -0.155875E-02   0.279732E-09   0.276073E-07   0.363475E-10
  5342   0.811358E-01   0.195556E-02   0.119482E-05  -0.154565E-02   0.279592E-09   0.275083E-07   0.366014E-10
  5343   0.808787E-01   0.195100E-02   0.119338E-05  -0.153260E-02   0.279453E-09   0.274093E-07   0.368544E-10
  5344   0.806216E-01   0.194646E-02   0.119195E-05  -0.151958E-02   0.279314E-09   0.273105E-07   0.371064E-10
  5345   0.803660E-01   0.194195E-02   0.119052E-05  -0.150659E-02   0.279175E-09   0.272118E-07   0.373574E-10
  5346   0.801104E-01   0.193745E-02   0.118910E-05  -0.149364E-02   0.279036E-09   0.271133E-07   0.376075E-10
  5347   0.798555E-01   0.193297E-02   0.118769E-05  -0.148073E-02   0.278897E-09   0.270149E-07   0.378565E-10
  5348   0.796021E-01   0.192851E-02   0.118628E-05  -0.146786E-02   0.278758E-09   0.269166E-07   0.381046E-10
  5349   0.793487E-01   0.192408E-02   0.118488E-05  -0.145503E-02   0.278619E-09   0.268185E-07   0.383516E-10
  5350   0.790963E-01   0.191965E-02   0.118349E-05  -0.144225E-02   0.278480E-09   0.267206E-07   0.385976E-10
  5351   0.788447E-01   0.191524E-02   0.118210E-05  -0.142950E-02   0.278341E-09   0.266228E-07   0.388426E-10
  5352   0.785939E-01   0.191086E-02   0.118072E-05  -0.141681E-02   0.278203E-09   0.265252E-07   0.390866E-10
  5353   0.783439E-01   0.190649E-02   0.117934E-05  -0.140415E-02   0.278064E-09   0.264278E-07   0.393295E-10
  5354   0.780947E-01   0.190214E-02   0.117798E-05  -0.139154E-02   0.277926E-09   0.263305E-07   0.395714E-10
  5355   0.778464E-01   0.189780E-02   0.117661E-05  -0.137898E-02   0.277787E-09   0.262334E-07   0.398123E-10
  5356   0.775989E-01   0.189348E-02   0.117526E-05  -0.136646E-02   0.277649E-09   0.261365E-07   0.400521E-10
  5357   0.773522E-01   0.188917E-02   0.117391E-05  -0.135400E-02   0.277511E-09   0.260398E-07   0.402908E-10
  5358   0.771065E-01   0.188488E-02   0.117256E-05  -0.134158E-02   0.277372E-09   0.259433E-07   0.405285E-10
  5359   0.768615E-01   0.188060E-02   0.117123E-05  -0.132922E-02   0.277234E-09   0.258470E-07   0.407651E-10
  5360   0.766175E-01   0.187634E-02   0.116990E-05  -0.131691E-02   0.277096E-09   0.257509E-07   0.410006E-10
  5361   0.763744E-01   0.187210E-02   0.116857E-05  -0.130465E-02   0.276958E-09   0.256551E-07   0.412351E-10
  5362   0.761322E-01   0.186786E-02   0.116726E-05  -0.129245E-02   0.276820E-09   0.255594E-07   0.414684E-10
  5363   0.758910E-01   0.186364E-02   0.116595E-05  -0.128030E-02   0.276682E-09   0.254640E-07   0.417007E-10
  5364   0.756507E-01   0.185943E-02   0.116464E-05  -0.126820E-02   0.276545E-09   0.253688E-07   0.419318E-10
  5365   0.754113E-01   0.185524E-02   0.116334E-05  -0.125617E-02   0.276407E-09   0.252738E-07   0.421619E-10
  5366   0.751730E-01   0.185106E-02   0.116205E-05  -0.124419E-02   0.276269E-09   0.251791E-07   0.423908E-10
  5367   0.749356E-01   0.184689E-02   0.116076E-05  -0.123227E-02   0.276132E-09   0.250846E-07   0.426186E-10
  5368   0.746992E-01   0.184273E-02   0.115949E-05  -0.122042E-02   0.275994E-09   0.249903E-07   0.428453E-10
  5369   0.744638E-01   0.183858E-02   0.115821E-05  -0.120862E-02   0.275857E-09   0.248963E-07   0.430708E-10
  5370   0.742295E-01   0.183444E-02   0.115695E-05  -0.119688E-02   0.275719E-09   0.248026E-07   0.432952E-10
  5371   0.739962E-01   0.183031E-02   0.115569E-05  -0.118521E-02   0.275582E-09   0.247092E-07   0.435184E-10
  5372   0.737639E-01   0.182620E-02   0.115443E-05  -0.117360E-02   0.275445E-09   0.246160E-07   0.437405E-10
  5373   0.735327E-01   0.182209E-02   0.115319E-05  -0.116206E-02   0.275308E-09   0.245231E-07   0.439614E-10
  5374   0.733026E-01   0.181799E-02   0.115195E-05  -0.115058E-02   0.275171E-09   0.244304E-07   0.441812E-10
  5375   0.730736E-01   0.181390E-02   0.115071E-05  -0.113917E-02   0.275034E-09   0.243381E-07   0.443998E-10
  5376   0.728456E-01   0.180982E-02   0.114949E-05  -0.112783E-02   0.274897E-09   0.242460E-07   0.446172E-10
  5377   0.726187E-01   0.180575E-02   0.114826E-05  -0.111656E-02   0.274760E-09   0.241542E-07   0.448334E-10
  5378   0.723930E-01   0.180168E-02   0.114705E-05  -0.110536E-02   0.274623E-09   0.240628E-07   0.450484E-10
  5379   0.721685E-01   0.179763E-02   0.114584E-05  -0.109422E-02   0.274486E-09   0.239716E-07   0.452622E-10
  5380   0.719451E-01   0.179357E-02   0.114464E-05  -0.108317E-02   0.274349E-09   0.238808E-07   0.454748E-10
  5381   0.717228E-01   0.178953E-02   0.114345E-05  -0.107218E-02   0.274213E-09   0.237903E-07   0.456862E-10
  5382   0.715017E-01   0.178549E-02   0.114226E-05  -0.106127E-02   0.274076E-09   0.237000E-07   0.458964E-10
  5383   0.712818E-01   0.178146E-02   0.114108E-05  -0.105043E-02   0.273940E-09   0.236102E-07   0.461053E-10
  5384   0.710631E-01   0.177743E-02   0.113990E-05  -0.103967E-02   0.273803E-09   0.235206E-07   0.463130E-10
  5385   0.708457E-01   0.177341E-02   0.113873E-05  -0.102899E-02   0.273667E-09   0.234314E-07   0.465195E-10
  5386   0.706294E-01   0.176939E-02   0.113757E-05  -0.101838E-02   0.273531E-09   0.233425E-07   0.467247E-10
  5387   0.704144E-01   0.176538E-02   0.113641E-05  -0.100786E-02   0.273395E-09   0.232540E-07   0.469287E-10
  5388   0.702007E-01   0.176137E-02   0.113526E-05  -0.997416E-03   0.273258E-09   0.231658E-07   0.471314E-10
  5389   0.699882E-01   0.175737E-02   0.113412E-05  -0.987049E-03   0.273122E-09   0.230780E-07   0.473329E-10
  5390   0.697770E-01   0.175337E-02   0.113298E-05  -0.976767E-03   0.272986E-09   0.229906E-07   0.475331E-10
  5391   0.695671E-01   0.174937E-02   0.113185E-05  -0.966571E-03   0.272850E-09   0.229035E-07   0.477320E-10
  5392   0.693585E-01   0.174537E-02   0.113073E-05  -0.956459E-03   0.272715E-09   0.228168E-07   0.479296E-10
  5393   0.691512E-01   0.174138E-02   0.112961E-05  -0.946433E-03   0.272579E-09   0.227304E-07   0.481259E-10
  5394   0.689453E-01   0.173739E-02   0.112850E-05  -0.936492E-03   0.272443E-09   0.226445E-07   0.483209E-10
  5395   0.687407E-01   0.173340E-02   0.112740E-05  -0.926635E-03   0.272307E-09   0.225589E-07   0.485147E-10
  5396   0.685374E-01   0.172941E-02   0.112630E-05  -0.916872E-03   0.272172E-09   0.224737E-07   0.487071E-10
  5397   0.683356E-01   0.172542E-02   0.112521E-05  -0.907193E-03   0.272036E-09   0.223890E-07   0.488982E-10
  5398   0.681351E-01   0.172143E-02   0.112412E-05  -0.897607E-03   0.271901E-09   0.223046E-07   0.490879E-10
  5399   0.679360E-01   0.171745E-02   0.112305E-05  -0.888113E-03   0.271766E-09   0.222206E-07   0.492764E-10
  5400   0.677383E-01   0.171346E-02   0.112197E-05  -0.878712E-03   0.271630E-09   0.221371E-07   0.494635E-10
  5401   0.675420E-01   0.170946E-02   0.112091E-05  -0.869403E-03   0.271495E-09   0.220539E-07   0.496493E-10
  5402   0.673471E-01   0.170548E-02   0.111985E-05  -0.860194E-03   0.271360E-09   0.219712E-07   0.498337E-10
  5403   0.671537E-01   0.170149E-02   0.111880E-05  -0.851070E-03   0.271225E-09   0.218889E-07   0.500168E-10
  5404   0.669618E-01   0.169749E-02   0.111775E-05  -0.842046E-03   0.271090E-09   0.218071E-07   0.501986E-10
  5405   0.667713E-01   0.169349E-02   0.111671E-05  -0.833122E-03   0.270955E-09   0.217256E-07   0.503790E-10
  5406   0.665822E-01   0.168950E-02   0.111568E-05  -0.824283E-03   0.270820E-09   0.216445E-07   0.505581E-10
  5407   0.663946E-01   0.168550E-02   0.111465E-05  -0.815544E-03   0.270685E-09   0.215639E-07   0.507359E-10
